,BARCODE,BARRIER_TYPE,BARRIER_TYPE2,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,ENGINEERED,FACILITYID,GIS_ENTRY_STAGE,HEIGHT_M,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LIFECYCLE_COST,LOCATED_ON,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MODEL,MOD_DATE,NO_OF_BARRIERS,NO_OF_BULLNOSE,NO_OF_HWY_NOPOST,NO_OF_NOPOST,NO_OF_TRANSITION,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PAINTED,PARK_FENCE_TYPE,PARK_LEGACY_ID,PARK_OWNERSHIP,PROJECT_NO,QUANTITY,REFERENCE_NO,RETAINING_WALL_TYPE,ROAD_CODE,SERIAL_NO,SPECIAL_FEATURES,STATUS,STATUS_DATE,STATUS_PARKS,STRUCTURES_INSPECTION_ROUTE,TEMP,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WIDTH_M,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
901,,4,Highway No Post Guardrail,,,,20100324,,,1001153572,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100602,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2011,,,,,,,In Service,,,,,,,,,,2008,,
902,,4,Highway No Post Guardrail,,,,20100324,,,1001153573,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100602,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2011,,,,,,,In Service,,,,,,,,,,2008,,
903,,3,Handrail,,,,20100601,,,1001162807,Final AB,,,,,,,Bridge,,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2004,,,,,,,In Service,,,,,,,,,,2006,,
904,,3,Handrail,,,,20100601,,,1001162809,Final AB,,,,,,,Bridge,,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2004,,,,,,,In Service,,,,,,,,,,2006,,
905,,2,Fencing,,,,20100601,,,1001162802,Final AB,,,,,,,Bridge,,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2004,,,,,,,In Service,,,,,,,,,,2006,,
906,,1,Deflector Guardrail,,,,20100602,,,1001162838,Final AB,,,,,,,Bridge,Cloverdale Bypass S of Hwy 10,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,,,,,,,,,,,,In Service,,,,,,,,,,,,
907,,1,Deflector Guardrail,,,,20100602,,,1001162843,Final AB,,,,,,,Bridge,Cloverdale Bypass S of Hwy 10,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,,,,,,,,,,,,In Service,,,,,,,,,,,,
908,,2,Fencing,,,,20100602,,,1001162849,Final AB,,,,,,,Bridge,Cloverdale Bypass S of Hwy 10,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,,,,,,,,,,,,In Service,,,,,,,,,,1974,,
909,,2,Fencing,,,,20100602,,,1001162895,Final AB,,,,,,,Bridge,Cloverdale Bypass S of Hwy 10,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,,,,,,,,,,,,In Service,,,,,,,,,,1974,,
910,,3,Handrail,,,,20100601,,,1001162808,Final AB,,,,,,,Bridge,,Engineering,,,Steel,,20100602,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2004,,,,,,,In Service,,,,,,,,,,2006,,
911,,2,Fencing,,,,20110311,,,1001190932,Final AB,,,,,,,Walkway,,Engineering,,,Chain Link,,20110311,,,,,,,,Engineering,Surrey,Not Painted,,,,3805-6060-00,,,,,,,In Service,,,,,,,,,,2010,,
912,,4,Highway No Post Guardrail,,,,20160208,,,1001857982,Final AB,,,,,,,Road,,MOTH,,,Concrete,,,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. F1,,,,,,,In Service,,,,,,,,,,2013,,
913,,4,Highway No Post Guardrail,,,,20100105,,,1001144862,Final AB,,,,,,,Sidewalk,,Engineering,,,Concrete,,20100106,,,,,,,,Engineering,Surrey,Not Painted,,,,MOTH 71101-2005,,,,,,,In Service,,,,,,,,,,2007,,
914,,2,Fencing,,,,20100105,,,1001144867,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20100106,,,,,,,,Engineering,Surrey,Not Painted,,,,MOTH 71101-2005,,,,,,,In Service,,,,,,,,,,2007,,
915,,5,No Post Guardrail,,,,20091215,,,1001143822,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20091216,,,,,,,,Engineering,Surrey,Yellow,,,,7806-0019-00,,,,,,,In Service,,,,,,,,,,2009,,
916,,5,No Post Guardrail,,,,20091215,,,1001143820,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20091216,,,,,,,,Engineering,Surrey,Yellow,,,,7806-0019-00,,,,,,,In Service,,,,,,,,,,2009,,
917,,5,No Post Guardrail,"8 NPGR, 4 HPNG",,,20091204,,,1001142629,Initial AB,,,,,1001133979,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
918,,5,No Post Guardrail,3 NPGR,,,20091013,,,1001134263,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091206,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
919,,4,Highway No Post Guardrail,,,,20110316,,,1001191731,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
920,,5,No Post Guardrail,,,,20120911,,,1001432897,,,,,,1001142938,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
921,,5,No Post Guardrail,,,,20091208,,,1001142943,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
922,,1,Deflector Guardrail,,,,20091208,,,1001142946,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
923,,5,No Post Guardrail,,,,20120911,,,1001432884,,,,,,1001142902,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
924,,5,No Post Guardrail,,,,20120911,,,1001432890,,,,,,1001142920,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
925,,5,No Post Guardrail,,,,20091208,,,1001142937,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
926,,5,No Post Guardrail,,,,20091208,,,1001142947,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
927,,5,No Post Guardrail,,,,20091203,,,1001142504,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
928,,1,Deflector Guardrail,,,,20091208,,,1001142948,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
929,,5,No Post Guardrail,,,,20091208,,,1001142951,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
930,,5,No Post Guardrail,,,,20091208,,,1001142955,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
931,,4,Highway No Post Guardrail,,,,20091208,,,1001142976,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
932,,5,No Post Guardrail,,,,20091208,,,1001143014,,,,,,,,,,Engineering,,,,,20120911,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
933,,1,Deflector Guardrail,,,,20090731,,,1001129787,Final AB,,,,,,,Road,,Engineering,,,Steel,,20090731,,,,,,,,Engineering,Surrey,Not Painted,,,,1701-3200-00,,,,,,,In Service,,,,,,,,,,2009,,
934,,1,Deflector Guardrail,,,,20090731,,,1001129788,Final AB,,,,,,,Road,,Engineering,,,Steel,,20091102,,,,,,,,Engineering,Surrey,Not Painted,,,,1701-3200-00,,,,,,,In Service,,,,,,,,,,2009,,
935,,1,Deflector Guardrail,,,,20090731,,,1001129789,Final AB,,,,,,,Road,,Engineering,,,Steel,,20090731,,,,,,,,Engineering,Surrey,Not Painted,,,,1701-3200-00,,,,,,,In Service,,,,,,,,,,2009,,
936,,1,Deflector Guardrail,,,,20090731,,,1001129790,Final AB,,,,,,,Road,,Engineering,,,Steel,,20090731,,,,,,,,Engineering,Surrey,Not Painted,,,,1701-3200-00,,,,,,,In Service,,,,,,,,,,2009,,
937,,2,Fencing,,,,20100512,,,1001159382,Final AB,,,,,,,Walkway,,Engineering,,,Chain Link,,20100512,,,,,,,,Engineering,Surrey,Not Painted,,,,7803-0187-00,,,,,,,In Service,,,,,,,,,,2008,,
938,,2,Fencing,,,,20100512,,,1001159383,Final AB,,,,,,,Walkway,,Engineering,,,Chain Link,,20100512,,,,,,,,Engineering,Surrey,Not Painted,,,,7803-0187-00,,,,,,,In Service,,,,,,,,,,2008,,
939,,2,Fencing,,,,20091014,,,1001134559,Final AB,,,,,,,Walkway,,Engineering,,,Post and Chain,,20091102,,,,,,,,Engineering,Surrey,,,,,7803-0066-00,,,,,,,In Service,,,,,,,,,,2009,,
940,,2,Fencing,,,,20091014,,,1001134560,Final AB,,,,,,,Walkway,,Engineering,,,Post and Chain,,20091014,,,,,,,,Engineering,Surrey,,,,,7803-0066-00,,,,,,,In Service,,,,,,,,,,2009,,
941,,1,Deflector Guardrail,1 WDGR,,,20091013,,,1001134338,Initial AB,,,,,,,Road,,Engineering,,,Wooden,,20091013,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,2009,,
942,,1,Deflector Guardrail,1 WDGR,,,20091013,,,1001134345,Initial AB,,,,,,,Road,,Engineering,,,Wooden,,20091013,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
943,,2,Fencing,,,,20091014,,,1001134561,Final AB,,,,,,,Walkway,,Engineering,,,Post and Chain,,20091014,,,,,,,,Engineering,Surrey,,,,,7803-0066-00,,,,,,,In Service,,,,,,,,,,2009,,
944,,1,Deflector Guardrail,1 WDGR,,,20091013,,,1001134359,Initial AB,,,,,,,Road,,Engineering,,,Wooden,,20091013,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,2009,,
945,,5,No Post Guardrail,6 NPGR,,,20091020,,,1001135142,Initial AB,,,,,,,Other,,Engineering,,,Concrete,,20091020,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
946,,5,No Post Guardrail,7 NPGR,,,20091020,,,1001135060,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091020,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
947,,6,Retaining Wall,,,,20121026,,,1001558130,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20121026,,,,,,,,Engineering,Surrey,,,,,1709-4030-00,,,,,,,In Service,,,,,,,,,,2012,,
948,,3,Handrail,,,,20101208,,,1001184247,Final AB,,,,,,,Bridge,,Engineering,,,Steel,,20101208,,,,,,,,Engineering,Surrey,Not Painted,,,,1708-3130-00,,,,,,,In Service,,,,,,,,,,2010,,
949,,5,No Post Guardrail,,,,20110830,,,1001210878,EC,,,,,,,Road,,Engineering,,,Concrete,,20110830,2,,,,,,,Engineering,Surrey,Yellow,,,,7809-0237-00,,,,,,,Proposed,,,,,,,,,,,,
950,,3,Handrail,ON HEADWALL,,,20091126,,,1001141558,Final AB,,,,,,,Other,,Engineering,,,Metal Tube,,20091126,,,,,,,,Engineering,Surrey,,,,,1R03,,,,,,,In Service,,,,,,,,,,2009,,
951,,4,Highway No Post Guardrail,,,,20110314,,,1001191104,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110314,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
952,,1,Deflector Guardrail,,,,20100406,,,1001154671,Initial AB,,,,,,,Road,18 Ave & 185 St,Engineering,,,Wooden,,20100406,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
953,,4,Highway No Post Guardrail,,,,20100324,,,1001153574,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100601,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2011,,,,,,,In Service,,,,,,,,,,2008,,
954,,4,Highway No Post Guardrail,,,,20100324,,,1001153575,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100601,,,,,,,,Engineering,Provincial,,,,,MOTH 71101-2011,,,,,,,In Service,,,,,,,,,,2008,,
955,,4,Highway No Post Guardrail,,,,20100601,,,1001162801,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100604,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2010,,,,,,,In Service,,,,,,,,,,2009,,
956,,4,Highway No Post Guardrail,18 HNPG,,,20091016,,,1001134823,Initial AB,,,,,,,Bridge,,Engineering,,,Concrete,,20091016,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
957,,5,No Post Guardrail,2 HNPG,,,20091006,,,1001133678,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091006,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
958,,5,No Post Guardrail,3 NPGR,,,20091002,,,1001133564,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091002,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
959,,5,No Post Guardrail,3 NPGR,,,20091002,,,1001133567,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091002,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
960,,5,No Post Guardrail,9 NPGR,,,20091002,,,1001133090,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091002,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,2009,,
961,,5,No Post Guardrail,6 NPGR,,,20091002,,,1001133091,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091002,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,2009,,
962,,5,No Post Guardrail,3 NPGR,,,20091002,,,1001133092,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091002,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
963,,5,No Post Guardrail,,,,20111130,,,1001222120,,,,,,,,Road,,Engineering,,,Concrete,,20111130,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
964,,6,Retaining Wall,,,,20100422,,,1001157361,Final AB,,,,,,,,,Engineering,,,Block,,20110302,,,,,,,,Engineering,Surrey,,,,,1704-3300-00,,,,,,,In Service,,,,,,,,,,2007,,
965,,5,No Post Guardrail,5 NPGR,,,20091015,,,1001134802,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091015,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
966,,5,No Post Guardrail,7 NPGR,,,20091015,,,1001134803,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091015,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
967,,1,Deflector Guardrail,1 MT,,,20091015,,,1001134805,Initial AB,,,,,,,Road,,Engineering,,,Metal Tube,,20091016,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
968,,5,No Post Guardrail,6 NPGR,,,20091016,,,1001134846,Initial AB,,,,,,,Bridge,,Engineering,,,Concrete,,20091016,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
969,,5,No Post Guardrail,8 HNPG,,,20091016,,,1001134967,Initial AB,,,,,,,Bridge,,Engineering,,,Concrete,,20091016,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
970,,2,Fencing,,,,20110217,,,1001189578,Final AB,,,,,,,Walkway,,Engineering,,,Concrete,,20110217,,,,,,,,Engineering,Provincial,Grey,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
971,,2,Fencing,,,,20110216,,,1001189521,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110217,,,,,,,,Engineering,Provincial,Grey,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
972,,4,Highway No Post Guardrail,,,,20100311,,,1001152458,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110218,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
973,,6,Retaining Wall,,,,20100329,,,1001153920,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110325,,,,,,,,Engineering,Surrey,Not Painted,,,,MOTH 71101-2011,,,,,,,In Service,,,,,,,,,,2008,,
974,,2,Fencing,,,,20110218,,,1001189604,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110218,,,,,,,,Engineering,Provincial,Grey,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
975,,6,Retaining Wall,,,,20101213,,,1001184461,Final AB,,,,,,,,,Engineering,,,Block,,20110302,,,,,,,,Engineering,Surrey,,,,,1707-3240-00,,,,,,,In Service,,,,,,,,,,2010,,
976,,6,Retaining Wall,,,,20100329,,,1001153987,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110325,,,,,,,,Engineering,Provincial,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2008,,
977,,4,Highway No Post Guardrail,,,,20110208,,,1001188933,Final AB,,,,,1001152465,,Road,,Engineering,,,Concrete,,20110218,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
978,,6,Retaining Wall,,,,20101116,,,1001181769,Final AB,,,,,,,,,Engineering,,,Block,,20110302,,,,,,,,Engineering,Surrey,,,,,7804-0236-00,,,,,,,In Service,,,,,,,,,,2010,,
979,,6,Retaining Wall,,,,20111205,,,1001222294,Final AB,,,,,,,Sidewalk,,Engineering,,,Block,,20111205,,,,,,,,Engineering,Surrey,Not Painted,,,,7810-0057-00,,,,,,,In Service,,,,,,,,,,2011,,
980,,6,Retaining Wall,,,,20111205,,,1001222296,Final AB,,,,,,,Sidewalk,,Engineering,,,Block,,20111205,,,,,,,,Engineering,Surrey,Not Painted,,,,7810-0057-00,,,,,,,In Service,,,,,,,,,,2011,,
981,,5,No Post Guardrail,,,,20101116,,,1001181707,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20111212,,,,5,,,,Engineering,Surrey,,,,,7805-0150-00,,,,,,,In Service,,,,,,,,,,2007,,
982,,5,No Post Guardrail,,,,20111212,,,1001223482,Final AB,,,,,1001181707,,Road,,Engineering,,,Concrete,,20111212,,,,5,,,,Engineering,Surrey,,,,,7805-0150-00,,,,,,,In Service,,,,,,,,,,2007,,
983,,2,Fencing,,,,20111212,,,1001223512,,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20111212,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
984,,2,Fencing,,,,20111212,,,1001223513,,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20111212,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
985,,5,No Post Guardrail,,,,20110914,,,1001212844,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20111213,3,,,,,,,Engineering,Surrey,Yellow,,,,7807-0086-00,,,,,,,In Service,,,,,,,,,,2010,,
986,,6,Retaining Wall,,,,20111214,,,1001223742,Final AB,,,,,,,Road,,Engineering,,,Block,,20111214,,,,,,,,Engineering,Surrey,Not Painted,,,,7808-0190-00,,,,,,,In Service,,,,,,,,,,2011,,
987,,6,Retaining Wall,,,,20111214,,,1001223743,Final AB,,,,,,,Road,,Engineering,,,Block,,20111214,,,,,,,,Engineering,Surrey,Not Painted,,,,7808-0190-00,,,,,,,In Service,,,,,,,,,,2011,,
988,,3,Handrail,,,,20111214,,,1001223744,Final AB,,,,,,,Retaining Wall,,Engineering,,,Metal Tube,,20111214,,,,,,,,Engineering,Surrey,Not Painted,,,,7808-0190-00,,,,,,,In Service,,,,,,,,,,2011,,
989,,3,Handrail,,,,20111214,,,1001223745,Final AB,,,,,,,Retaining Wall,,Engineering,,,Metal Tube,,20111214,,,,,,,,Engineering,Surrey,Not Painted,,,,7808-0190-00,,,,,,,In Service,,,,,,,,,,2011,,
990,,2,Fencing,,,,20111215,,,1001223837,,,,,,,,Median,,Engineering,,,Log Rail,,20111215,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
991,,6,Retaining Wall,,,,20110316,,,1001191736,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
992,,3,Handrail,,,,20110316,,,1001191737,Final AB,,,,,1001191736,,Retaining Wall,,Engineering,,,Metal Tube,,20110316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
993,,6,Retaining Wall,,,,20110316,,,1001191738,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
994,,6,Retaining Wall,,,,20110322,,,1001192807,Final AB,,,,,,,Sidewalk,,Engineering,,,Concrete,,20110322,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
995,,2,Fencing,,,,20110322,,,1001192743,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110322,,,,,,,,Engineering,Provincial,Grey,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
996,,4,Highway No Post Guardrail,,,,20100311,,,1001152451,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110322,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
997,,3,Handrail,,,,20110322,,,1001192808,Final AB,,,,,,,Sidewalk,,Engineering,,,Metal Tube,,20110322,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
998,,3,Handrail,,,,20100311,,,1001152453,Final AB,,,,,,,Retaining Wall,,Engineering,,,Metal Tube,,20110322,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
999,,6,Retaining Wall,,,,20100311,,,1001152452,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110322,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
1000,,2,Fencing,,,,20110218,,,1001189635,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110322,,,,,,,,Engineering,Provincial,Grey,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
1001,,4,Highway No Post Guardrail,,,,20110316,,,1001191740,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
1002,,4,Highway No Post Guardrail,,,,20100324,,,1001153568,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100329,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-2011,,,,,,,In Service,,,,,,,,,,2008,,
1003,,5,No Post Guardrail,,,,20110923,,,1001214184,,,,,,,,Road,,Engineering,,,Concrete,,20110923,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
1004,,5,No Post Guardrail,,,,20110923,,,1001214186,,,,,,,,Walkway,,Engineering,,,Concrete,,20110923,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
1005,,3,Handrail,,,,20100316,,,1001152677,Final AB,,,,,,,Retaining Wall,,Engineering,,,Metal Tube,,20100316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 11651-0000,,,,,,,In Service,,,,,,,,,,2009,,
1006,,4,Highway No Post Guardrail,,,,20100316,,,1001152679,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 11651-0000,,,,,,,In Service,,,,,,,,,,2009,,
1007,,4,Highway No Post Guardrail,,,,20100316,,,1001152680,Final AB,,,,,1001152675,,Road,,Engineering,,,Concrete,,20100316,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 11651-0000,,,,,,,In Service,,,,,,,,,,2009,,
1008,,2,Fencing,,,,20100317,,,1001152755,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100317,,,,,,,,Engineering,Provincial,,,,,,,,,,,,In Service,,,,,,,,,,,,
1009,,2,Fencing,,,,20110718,,,1001204343,Initial AB,,,,,,,Road,,Engineering,,,Log Rail,,20110718,,,,,,,,Engineering,Surrey,,,,,1799-2230-00,,,,,,,In Service,,,,,,,,,,2001,,
1010,,3,Handrail,,,,20091126,,,1001141557,Final AB,,,,,,,Other,ON HEADWALL,Engineering,,,Metal Tube,,20091126,,,,,,,,Engineering,Surrey,,,,,1R03,,,,,,,In Service,,,,,,,,,,2009,,
1011,,1,Deflector Guardrail,,,,20091126,,,1001141459,Final AB,,,,,,,Road,,Engineering,,,Metal Waffle,,20091126,,,,,,,,Engineering,Surrey,,,,,1RO3,,,,,,,In Service,,,,,,,,,,2009,,
1012,,3,Handrail,,,,20100129,,,1001148424,Final AB,,,,,,,Walkway,,Engineering,,,Metal Tube,,20100129,,,,,,,,Engineering,Surrey,Not Painted,,,,7805-0402-00,,,,,,,In Service,,,,,,,,,,2009,,
1013,,2,Fencing,,,,20100330,,,1001154146,Final AB,,,,,,,Bridge,,Engineering,,,Metal Tube,,20100330,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
1014,,4,Highway No Post Guardrail,,,,20100203,,,1001148848,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100203,,,,,,,,Engineering,Translink,Not Painted,,,,1R04,,,,,,,In Service,,,,,,,,,,2007,,
1015,,4,Highway No Post Guardrail,,,,20100203,,,1001148844,Final AB,,,,,,,Bridge,,Engineering,,,Concrete,,20100203,,,,,,,,Engineering,Translink,Not Painted,,,,1R04,,,,,,,In Service,,,,,,,,,,2007,,
1016,,3,Handrail,,,,20100623,,,1001165292,Final AB,,,,,,,Bridge,,Engineering,,,Metal Tube,,20100623,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 11257,,,,,,,In Service,,,,,,,,,,2006,,
