,ARDSA_DITCH,CHANNEL_TYPE,CHANNEL_TYPE2,COMMENTS,CRE_DATE,DOWN_ELEVATION,ENABLED,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,MOD_DATE,NAME,OWNER,PROJECT_NO,SENSITIVITY,SLOPE,STATUS,UP_ELEVATION,YR
2350,,0,Creek,,20060629,,1,1000787310,,402331,20100401,,Surrey,,AO,0,In Service,,
2351,,1,Ditch,,20060629,,1,1000787350,,402303,20100401,,Surrey,,C,0,In Service,,
2352,,1,Ditch,,20060629,,1,1000787352,,402307,20100401,,Surrey,,C,0,In Service,,
2353,,1,Ditch,,20060629,,1,1000787395,,382576,20100401,,Surrey,,B,0,In Service,,
2354,,0,Creek,,20150323,,1,1001813475,,1000788912,20150323,McLellan Crk,Surrey,,A,0,In Service,,
2355,,1,Ditch,"as per CEAA Report for the Roberts Bank Rail Corridor – Combo Proj EBA, April 2011",20060629,,1,1000788879,,380235,20150323,,Surrey,,A,0,In Service,,
2356,,0,Creek,Updated to SHIM 2010,20060629,,1,1000788898,,380257,20120629,,Surrey,,A,0,In Service,,
2357,,1,Ditch,,20120515,,1,1001412691,Final AB,1000781014,20120515,,Surrey,4894-501,B,0,In Service,,
2358,,1,Ditch,,20060629,,1,1000777044,,404743,20100401,,Surrey,,C,0,In Service,,
2359,,0,Creek,Updated to SHIM 2010,20120515,,1,1001412715,,1000777122,20120629,,Surrey,,A,0,In Service,,
2360,,1,Ditch,,20060629,,1,1000777120,,394886,20100401,,Surrey,,C,0,In Service,,
2361,,0,Creek,Updated to SHIM 2010,20060629,,1,1000777119,,209017,20120629,,Surrey,,A,0,In Service,,
2362,,1,Ditch,,20060629,,1,1000777105,Final AB,394855,20120515,,Surrey,A-368,C,0,In Service,,
2363,,1,Ditch,,20060629,,1,1000777137,,394891,20100401,,Surrey,,C,0,In Service,,
2364,,0,Creek,Updated to SHIM 2010,20060629,,1,1000777115,,209016,20120629,,Surrey,,A,0,In Service,,
2365,,0,Creek,Updated to SHIM 2011,20120418,,1,1001408697,,,20120629,,Surrey,,B,,In Service,,
2366,,1,Ditch,As per Envirowest Report Dec 10 / 2015,20120418,,1,1001408598,,1000777679,20160128,,Surrey,,C,0,In Service,,
2367,,1,Ditch,As per Envirowest Report Dec 10 / 2015,20060629,,1,1000777678,,406745,20160128,,Surrey,,C,0,In Service,,
2368,,1,Ditch,,20060629,,1,1000777677,,406744,20120418,,Surrey,,C,0,In Service,,
2369,,0,Creek,Updated to SHIM 2011,20120418,,1,1001408696,,,20120629,,Surrey,,B,,In Service,,
2370,,1,Ditch,,20170607,12.790000000000001,1,1000777674,Initial AB,406741,20170607,,Surrey,4809-3130-00,C,2.27045364,In Service,13.93,2010
2371,,1,Ditch,Updated to SHIM 2011,20060629,,1,1000777741,,406701,20120629,,Surrey,,C,0,In Service,,
2372,,1,Ditch,Updated to SHIM 2011,20120418,,1,1001408677,,,20120629,,Surrey,,B,,In Service,,
2373,,1,Ditch,,20060629,,1,1000778395,,406838,20160510,,Provincial,,C,0,In Service,,
2374,,1,Ditch,,20031002,,1,1000778451,,406806,20160218,,Other Municipality,,C,0,In Service,,
2375,,1,Ditch,,20060629,,1,1000778398,,406842,20160510,,Provincial,,C,0,In Service,,
2376,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000771162,,408225,20150324,Colliers Canal,Surrey,,A,0,In Service,,
2377,,0,Creek,Updated to SHIM 2009,20031127,,1,1000771166,,408228,20150324,Armstrong Crk,Surrey,,A,0,In Service,,
2378,,0,Creek,Updated to SHIM 2009,20120522,,1,1001413643,,1001413641,20120629,Armstrong Crk,Surrey,,A,0,In Service,,
2379,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000778931,,408208,20120629,,Surrey,,B,0,In Service,,
2380,,1,Ditch,Updated to SHIM 2009,20031127,,1,1000771168,,408230,20120629,Colliers Canal,Surrey,,A,0,In Service,,
2381,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000778933,,408210,20120629,,Surrey,,B,0,In Service,,
2382,,1,Ditch,Updated to SHIM 2009,20120522,,1,1001413652,,1000784525,20120629,,Surrey,,B,0,In Service,,
2383,,1,Ditch,,20150407,,1,1001815850,Final AB,1001814705,20150407,,Provincial,SFPR Seg. 6,C,,In Service,,2014
2384,,1,Ditch,,20060629,,1,1000778937,,408214,20100401,,Surrey,,B,0,In Service,,
2385,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000783896,,10004564,20150330,,Surrey,,B,0,In Service,,
2386,,1,Ditch,,20031128,,1,1000784524,,408271,20100406,,Surrey,,C,0,In Service,,
2387,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000783897,,10004565,20150330,,Surrey,,B,0,In Service,,
2388,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000778913,,408190,20120629,,Surrey,,B,0,In Service,,
2389,,2,River,,20051129,,1,1000772047,,10000578,20100406,Fraser River,Surrey,,A,0,In Service,,
2390,,0,Creek,,20020731,,1,1000785180,,379322,20111114,Eugene Crk,Surrey,,AO,,In Service,,
2391,,0,Creek,,20100713,,1,1001167211,Final AB,1001167208,20120508,,Surrey,,A,,In Service,,
2392,,0,Creek,,20100713,,1,1001167134,Final AB,,20120508,,Surrey,,A,,In Service,,
2393,,1,Ditch,,20020731,,1,1000785174,Final AB,379257,20111114,,Surrey,D-846,AO,,In Service,,
2394,,0,Creek,Updated to SHIM 2009,20060629,,1,1000784449,,408325,20120629,Delta Crk,Surrey,,A,0,In Service,,
2395,,1,Ditch,,20031201,,1,1000784444,,408319,20100401,,Surrey,,C,0,In Service,,
2396,,0,Creek,Updated to SHIM 2009,20060629,,1,1000784450,,408326,20120629,Delta Crk,Surrey,,A,0,In Service,,
2397,,1,Ditch,,20060629,,1,1000771150,Final AB,388597,20140624,,Surrey,2494,C,0,In Service,,
2398,,0,Creek,Updated to SHIM 2009,20060629,,1,1000784451,,408327,20120629,Delta Crk,Surrey,,A,0,In Service,,
2399,,0,Creek,Updated to SHIM 2009,20031201,,1,1000784453,,408329,20120629,Delta Crk,Surrey,,A,0,In Service,,
2400,,1,Ditch,,20060629,,1,1000771143,Final AB,388522,20100406,,Surrey,A515,UN,0,In Service,,
2401,,1,Ditch,,20060629,,1,1000784147,,408470,20100406,,Surrey,,C,0,In Service,,
2402,,1,Ditch,,20060629,,1,1000784260,,10001965,20180606,,Surrey,,C,0,In Service,,
2403,,1,Ditch,Updated to SHIM 2009,20120522,,1,1001413656,,1000784516,20120629,,Surrey,,A,0,In Service,,
2404,,1,Ditch,Updated to SHIM 2009,20150408,,1,1001816173,Final AB,1000771962,20150408,Colliers Canal,Surrey,4802-3040-00,A,0,In Service,,2005
2405,,0,Creek,,20060629,,1,1000772023,,10002081,20150407,,Surrey,,B,0,In Service,,
2406,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000771962,Final AB,10004660,20150408,Colliers Canal,Surrey,4802-3040-00,A,0,In Service,,2005
2407,,0,Creek,,20060316,,1,1000783907,Final AB,10006036,20100406,Delta Crk,Surrey,4897-3030-00,A,0,In Service,,1999
2408,,0,Creek,,20060629,,1,1000784487,,10001829,20100401,Delta Crk,Surrey,,A,0,In Service,,
2409,,1,Ditch,Updated to SHIM 2009,20000801,,1,1000771959,,10004336,20120629,,Surrey,,B,0,In Service,,
2410,No,1,Ditch,,20090129,,1,1001079534,Initial AB,,20100406,,Surrey,4804-3030-00,A,,In Service,,2009
2411,,1,Ditch,,20150331,,1,1001814864,Final AB,,20150408,2014,Provincial,SFPR Seg. 6,C,,In Service,,
2412,,1,Ditch,,20060629,,1,1000784460,,408336,20170509,,Surrey,,C,0,In Service,,
2413,,0,Creek,Updated to SHIM 2009,20120522,,1,1001413490,Final AB,1001413489,20120629,Manson Canal,Surrey,D-751,A,0,In Service,,
2414,,0,Creek,,20040608,,1,1000771925,,10002108,20120522,Manson Canal,Surrey,,A,0,In Service,,
2415,,1,Ditch,,20001202,,1,1000784417,,408357,20100401,,Surrey,,C,0,In Service,,
2416,,1,Ditch,Updated to SHIM 2009,20090806,,1,1001129856,,408389,20120629,,Surrey,SF-1230,B,0,In Service,,
2417,,1,Ditch,,20001202,,1,1000784248,,10001952,20110915,,Surrey,,C,0,In Service,,
2418,,2,River,,20051129,,1,1000771983,,10000596,20100406,Fraser River,Surrey,,A,0,In Service,,
2419,,2,River,,20051129,,1,1000771999,,10000612,20100406,Fraser River,Surrey,,A,0,In Service,,
2420,,0,Creek,Updated to SHIM 2009,20080714,,1,1000854088,Final AB,,20120629,Manson Canal,Surrey,D-751,A,,In Service,,
2421,,1,Ditch,Updated to SHIM 2009,20081103,,1,1000862110,Initial AB,,20120629,,Surrey,1207-3640-00,A,,In Service,,2008
2422,,1,Ditch,Updated to SHIM 2009,20020801,,1,1000772113,Final AB,382813,20120629,,Surrey,4624,AO,,In Service,,
2423,,2,River,,20051129,,1,1000772003,,10000616,20100406,Fraser River,Surrey,,A,0,In Service,,
2424,,1,Ditch,,20030801,0,1,1000772118,,382829,20150403,,Surrey,,C,0,In Service,0,
2425,,1,Ditch,Updated to SHIM 2009,20020801,,1,1000772109,,382802,20120629,,Surrey,,AO,,In Service,,
2426,,1,Ditch,,20040607,,1,1000771911,,10002091,20100406,,Surrey,,A,0,In Service,,
2427,,0,Creek,Updated to SHIM 2009,20080714,,1,1000854073,,,20160401,Manson Canal,Surrey,,A,,In Service,,
2428,,1,Ditch,Updated to SHIM 2009,20060629,,1,1000772201,Final AB,382866,20150408,Colliers Canal,Surrey,D-766,A,0,In Service,,
2429,,1,Ditch,,20150408,,1,1001816430,Final AB,1001814864,20150408,2014,Provincial,SFPR Seg. 6,C,,In Service,,
2430,,1,Ditch,As Per PLG Jan. 2016 Report,20020801,,1,1000772117,,382828,20170920,,Surrey,,C,,In Service,,
2431,,1,Ditch,Updated to SHIM 2009,20040607,0.47000000000000003,1,1000772060,Final AB,382995,20120629,,Surrey,1798-316,AO,0.03,In Service,0.5,2000
2432,,1,Ditch,,20051129,0.52,1,1000772013,Final AB,10002066,20150331,,Surrey,1795-315,C,1.01,In Service,1.28,1999
2433,,1,Ditch,,20150331,,1,1001815052,Final AB,,20150331,,Surrey,SFPR Seg. 6,C,,In Service,,2014
2434,,1,Ditch,Updated to SHIM 2009,20030801,0,1,1000771934,,382960,20120629,,Surrey,,AO,0,In Service,0,
2435,,0,Creek,Updated to SHIM 2009,20040614,,1,1000781554,Final AB,10001299,20140507,,Surrey,4897-3260-01,A,0,In Service,,
2436,,1,Ditch,,20020905,,1,1000775927,,398267,20100401,,Surrey,,B,,In Service,,
2437,,1,Ditch,,20040915,,1,1000775896,,10004067,20100406,,Surrey,,C,0,In Service,,
2438,,1,Ditch,,20020905,,1,1000775916,Final AB,398251,20100406,,Surrey,GVS&DD,B,,In Service,,
2439,,1,Ditch,,20020905,,1,1000775882,,398340,20100401,,Surrey,,C,,In Service,,
2440,,1,Ditch,,20020905,,1,1000775917,,398253,20100401,,Surrey,,C,,In Service,,
2441,,1,Ditch,,20040915,,1,1000775898,,10004069,20100406,,Surrey,,C,0,In Service,,
2442,,1,Ditch,,20020905,,1,1000775955,,398312,20100401,,Surrey,,C,,In Service,,
2443,,1,Ditch,,20020905,,1,1000790020,,396763,20100804,,Surrey,,AO,,In Service,,
2444,,1,Ditch,,20020905,,1,1000790093,,396717,20100401,,Surrey,,C,,In Service,,
2445,,0,Creek,,20100713,,1,1000785181,Final AB,379319,20130522,Eugene Crk Diversion,Surrey,4800-5060-00,AO,,In Service,,2010
2446,,1,Ditch,,20020731,,1,1000785074,,379262,20111114,,Private,,AO,,In Service,,
2447,,1,Ditch,,20020731,,1,1000785221,,379247,20100406,,Surrey,,AO,0,In Service,,2001
2448,,1,Ditch,,20020731,,1,1000785269,Final AB,379276,20100406,,Surrey,D-846,AO,,In Service,,
2449,,1,Ditch,,20020731,,1,1000785257,,379376,20100401,,Surrey,,AO,,In Service,,
2450,,1,Ditch,,20100928,,1,1001174075,Final AB,,20100928,,Surrey,MOTH 71101-1004,C,,In Service,,2009
2451,,1,Ditch,,20100928,,1,1001174076,Final AB,,20100928,,Surrey,MOTH 71101-1004,C,,In Service,,2009
2452,,1,Ditch,,20100928,74.62,1,1001174174,Final AB,,20100928,,Surrey,MOTH 71101-1004,C,0.70624676,In Service,75.23,2009
2453,,1,Ditch,,20060629,,1,1000785353,,402358,20140120,,Surrey,,C,0,In Service,,
2454,,0,Creek,,20060629,,1,1000771657,,403845,20100401,Cougar Crk,Surrey,,A,0,In Service,,
2455,,1,Ditch,,20151009,,1,1001841917,Final AB,,20151009,,Surrey,,C,,In Service,,
2456,,1,Ditch,,20111115,,1,1001220494,,,20120508,,Surrey,7888-0495,UN,,In Service,,1990
2457,,1,Ditch,,20060629,,1,1000771706,Final AB,395057,20100406,,Surrey,7889-0184-00,UN,0,In Service,,
2458,,1,Ditch,,20060629,,1,1000771662,,403850,20100401,,Surrey,,A,0,In Service,,
2459,,1,Ditch,As Per Engineering ERC Decision Dec. 2012 7810-0313,20151009,71.31,1,1001433711,Final AB,,20171106,,Surrey,1711-7100-00,B,0.09132281,In Service,71.45,2015
2460,,0,Creek,,20060629,,1,1000771710,Final AB,211866,20151009,Cougar Crk,Surrey,7887-4560,A,0,In Service,,
2461,,0,Creek,,20120917,,1,1001433742,,1000771707,20151009,Cougar Crk,Surrey,,A,0,In Service,,
2462,,1,Ditch,,20120117,,1,1001356305,Final AB,1000783189,20120117,,Surrey,,C,0,In Service,,
2463,,1,Ditch,SEE CRRP 5318,20040315,,1,1000783191,Final AB,10001567,20150707,,Surrey,,C,0,In Service,,
2464,,1,Ditch,,20060629,,1,1000782009,,405465,20110928,,Surrey,,C,0,In Service,,
2465,,1,Ditch,SEE CRRP 7251,20060629,,1,1000783683,Final AB,10001427,20100401,,Surrey,,C,0,In Service,,
2466,,1,Ditch,SEE FIELD NOTES,20060629,,1,1000783689,,10002550,20100406,,Surrey,,C,0,In Service,,
2467,,1,Ditch,,20030721,,1,1000783760,,405561,20100401,,Surrey,,C,0,In Service,,
2468,,1,Ditch,Updated to SHIM 2007,20060629,,1,1000783765,,405568,20120529,,Surrey,,C,0,In Service,,
2469,,1,Ditch,Updated to SHIM 2007,20030723,,1,1000783772,,405576,20120529,,Surrey,,C,0,In Service,,
2470,,1,Ditch,,20161123,,1,1001897729,,,20161123,,Surrey,,C,,,,
2471,,1,Ditch,,20060629,,1,1000783801,,391871,20100401,,Surrey,,UN,0,In Service,,
2472,,1,Ditch,,20060629,,1,1000783807,,405487,20100401,,Surrey,,B,0,In Service,,
2473,,1,Ditch,,20060629,,1,1000783810,,405490,20120206,,Surrey,,B,0,In Service,,
2474,,1,Ditch,,20060629,,1,1000789775,,408121,20100401,,Surrey,,C,0,In Service,,
2475,,1,Ditch,,20051128,0,1,1000783806,,405486,20100401,,Surrey,,C,0,In Service,0,
2476,,1,Ditch,,20060629,,1,1000783827,,405512,20100804,,Surrey,,C,0,In Service,,
2477,,0,Creek,Updated to SHIM 2007,20030101,,1,1000783828,Final AB,138317,20120529,Mahood (Bear) Crk,Surrey,7888-0019-00,A,0,In Service,,
2478,,1,Ditch,,20060629,,1,1000783742,,405543,20100406,,Surrey,,C,0,In Service,,
2479,,1,Ditch,,20060629,,1,1000783756,,405557,20100401,,Surrey,,C,0,In Service,,
2480,,1,Ditch,,20030721,,1,1000783751,,405552,20100401,,Surrey,,C,0,In Service,,
2481,,1,Ditch,,20140708,91.2,1,1001755663,Final AB,,20140708,,Surrey,,C,5.3024217,In Service,91.27,
2482,,1,Ditch,,20031124,,1,1000789654,,408137,20100401,,Surrey,,C,0,In Service,,
2483,,1,Ditch,,20060629,,1,1000784257,,408476,20140529,,Surrey,,C,0,In Service,,
2484,,1,Ditch,,20060629,,1,1000784263,,10001971,20140529,,Surrey,,C,0,In Service,,
2485,,1,Ditch,,20070205,,1,1000818213,,408488,20100726,,Surrey,,C,0,In Service,,
2486,,1,Ditch,,20041125,,1,1000784282,Final AB,10004375,20100401,,Surrey,,C,0,In Service,,
2487,No,1,Ditch,,20090520,,1,1001122100,Final AB,,20100401,,Surrey,,C,,In Service,,
2488,,1,Ditch,,20060629,,1,1000784279,,10004366,20130123,,Surrey,,C,0,In Service,,
2489,,1,Ditch,,20060629,,1,1000784311,,408501,20100406,,Surrey,,C,0,In Service,,
2490,,1,Ditch,,20031208,,1,1000784319,,408510,20120222,,Surrey,,C,0,In Service,,
2491,,1,Ditch,Updated to SHIM 2009,20180531,,1,1002050584,,1001413478,20120629,,Surrey,,B,,In Service,,
2492,,1,Ditch,,20120522,,1,1001413480,,1000784425,20120522,,Surrey,,A,0,In Service,,
2493,,1,Ditch,,20020802,,1,1000772519,,383710,20100401,,Surrey,,C,,In Service,,
2494,,1,Ditch,,20020802,,1,1000772517,,383708,20140528,,Surrey,,C,,In Service,,
2495,,1,Ditch,,20060629,,1,1000784400,,408447,20140529,,Surrey,,C,0,In Service,,
2496,,1,Ditch,,20060629,67.33,1,1000784161,,10006044,20100406,,Surrey,FT,C,1.8900000000000001,In Service,67.64,2005
2497,,0,Creek,Updated to SHIM 2009,20090707,,1,1001127419,,408412,20120629,Robson Crk,Surrey,4800-3050-00,A,0,In Service,,
2498,,1,Ditch,,20120518,,1,1001413255,,,20180108,,Surrey,,UN,,In Service,,
2499,No,0,Creek,Updated to SHIM 2009,20090707,2.86,1,1001127403,Final AB,,20120629,Robson Crk,Surrey,4800-3050-00,A,,In Service,4.89,2007
2500,,1,Ditch,,20060629,,1,1000784396,,408443,20130528,,Surrey,,C,0,In Service,,
2501,,0,Creek,Updated to SHIM 2009,20031203,,1,1000784369,,408413,20120629,Robson Crk,Surrey,,A,0,In Service,,
2502,,0,Creek,Updated to SHIM 2009,20060629,,1,1000784370,,408414,20120629,Robson Crk,Surrey,,A,0,In Service,,
2503,,1,Ditch,,20060629,,1,1000784375,,408419,20171222,,Surrey,,C,0,In Service,,
2504,,1,Ditch,,20060629,,1,1000784374,,408418,20100401,,Surrey,,C,0,In Service,,
2505,,0,Creek,Updated to SHIM 2009,20001204,,1,1000784382,,408428,20120629,Robson Crk,Surrey,,A,0,In Service,,
2506,,0,Creek,Updated to SHIM 2009,20060629,,1,1000784384,,408430,20120629,Robson Crk,Surrey,,A,0,In Service,,
2507,,1,Ditch,,20150213,,1,1001808151,Final AB,1000772681,20140709,,Surrey,4516,C,,In Service,,
2508,,1,Ditch,,20020802,,1,1000772688,Final AB,383555,20140709,,Surrey,4516,C,,In Service,,
2509,,1,Ditch,,20020802,,1,1000772531,Final AB,383722,20140710,,Surrey,4516,C,,In Service,,
2510,,1,Ditch,,20020802,,1,1000772462,Final AB,383813,20140710,,Surrey,C-4122-0001,C,,In Service,,1992
2511,,1,Ditch,,20020802,,1,1000772643,Final AB,383601,20140710,,Surrey,C-4122-0001,C,,In Service,,1992
2512,,1,Ditch,,20020802,,1,1000772645,Final AB,383603,20100406,,Surrey,C-4122-0001,C,,In Service,,1992
2513,,1,Ditch,Updated to SHIM 2009,20060629,0,1,1000772663,,15117,20120629,,Surrey,,A,0,In Service,0,
2514,,1,Ditch,Updated to SHIM 2009,20051129,0,1,1000772497,,10005958,20120629,,Surrey,,AO,0,In Service,0,
2515,,1,Ditch,"as per July 28, 2010 ERC",20100831,,1,1001171504,Final AB,,20100831,,Surrey,,C,,In Service,,
2516,,1,Ditch,,20150331,,1,1001815105,Final AB,,20150331,,Provincial,,C,,In Service,,2014
2517,,1,Ditch,,20130828,1.6500000000000001,1,1001699989,Final AB,,20130828,,Surrey,5011-1060-00,A,0.34714267,In Service,1.81,2013
2518,,1,Ditch,Updated to SHIM 2009,20150409,,1,1001816658,,1000772488,20150408,,Surrey,,AO,0,In Service,,
2519,,1,Ditch,Updated to SHIM 2009,20150401,0,1,1001815213,,1001755977,20150401,,Surrey,,A,0,In Service,0,
2520,,1,Ditch,,20150401,,1,1001815302,Final AB,,20150401,,Provincial,SFPR Seg. 6,C,,In Service,,2014
2521,,1,Ditch,,20150401,1.04,1,1001815348,Final AB,,20150401,,Provincial,SFPR Seg. 6,C,0.08239669000000001,In Service,1.07,2014
2522,,1,Ditch,,20120227,1.02,1,1001404399,Final AB,1000781494,20120227,,Surrey,4810-3080-00,C,0.08578246,In Service,1.03,
2523,,1,Ditch,,20120227,0.97,1,1001404428,Final AB,1000781492,20120227,,Surrey,4810-3080-00,C,0.07982,In Service,0.98,
2524,,1,Ditch,,20120227,1,1,1001404413,Final AB,1000781494,20120227,,Surrey,4810-3080-00,C,0.03141903,In Service,1.01,
2525,,1,Ditch,,20120227,0.9500000000000001,1,1001404427,Final AB,1000781492,20120227,,Surrey,4810-3080-00,C,0.12997319000000002,In Service,0.96,
2526,,1,Ditch,,20150401,,1,1001815358,Final AB,,20150407,,Provincial,SFPR Seg. 6,C,,In Service,,2014
2527,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772623,,383627,20140926,,Surrey,,A,,In Service,,
2528,,1,Ditch,,20040304,0.67,1,1000781494,Final AB,10001387,20120227,,Surrey,4810-3080-00,C,0.02800011,In Service,0.7000000000000001,
2529,,1,Ditch,,20120227,,1,1001404434,Final AB,1000825903,20120227,,Surrey,4515,C,,In Service,,2006
2530,,1,Ditch,,20120227,,1,1001404416,Final AB,1000825905,20120227,,Surrey,4515,C,,In Service,,2006
2531,,1,Ditch,,20070604,,1,1000825906,Final AB,,20100406,,Surrey,4515,C,,In Service,,2006
2532,,1,Ditch,,20040312,0.9,1,1000780157,Final AB,10001524,20140619,,Surrey,4898-3150-00,C,0.11,In Service,0.99,1998
2533,,1,Ditch,,20060629,0.81,1,1000780151,Final AB,10001518,20100406,,Surrey,4898-3150-00,C,0.07,In Service,0.8200000000000001,1998
2534,,1,Ditch,,20060629,,1,1000780155,,10001361,20100401,,Surrey,,C,0,In Service,,
2535,,1,Ditch,,20040614,,1,1000780079,,10002160,20100406,,Surrey,,C,0,In Service,,
2536,,1,Ditch,,20040312,0.9500000000000001,1,1000780136,Final AB,10001503,20100406,,Surrey,4898-3150-00,C,0.2,In Service,0.96,1998
2537,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772634,,383640,20120629,,Surrey,C-3567-0001,A,,In Service,,1990
2538,,1,Ditch,,20040312,0.97,1,1000780144,Final AB,10001511,20100406,,Surrey,4898-3150-00,C,0.12,In Service,1,1998
2539,,1,Ditch,,20020802,,1,1000772650,,383642,20120309,,Surrey,C-3567-0001,A,,In Service,,1990
2540,,1,Ditch,,20040312,1.02,1,1000780143,Final AB,10001510,20100406,,Surrey,4898-3150-00,C,0.07,In Service,1.03,1998
2541,,1,Ditch,,20060629,1.03,1,1000780133,Final AB,10001500,20100406,,Surrey,4898-3150-00,C,0.07,In Service,1.05,1998
2542,,2,River,,20051129,,1,1000781654,,10000530,20100406,Fraser River,Surrey,,A,0,In Service,,
2543,,2,River,,20051129,,1,1000781543,,10000533,20100406,Fraser River,Surrey,,A,0,In Service,,
2544,,1,Ditch,,20030303,,1,1000780072,,10002154,20150521,,Surrey,,AO,0,In Service,,
2545,,1,Ditch,Updated to SHIM 2009,20110511,,1,1001197473,Final AB,1000781497,20120629,,Surrey,4897-3270-00,AO,0,In Service,,
2546,,1,Ditch,,20150402,,1,1001815475,Final AB,,20150408,,Provincial,SFPR Seg. 6,C,,In Service,,2014
2547,,1,Ditch,,20020905,,1,1000775039,Final AB,399729,20100406,,Surrey,7888-0516-00,UN,,In Service,,
2548,,1,Ditch,,20020905,51.95,1,1000775395,Final AB,399700,20100630,,Surrey,Data Gap Pickup,C,4.2403254,In Service,52.57,
2549,,1,Ditch,,20020905,,1,1000775036,,399724,20100630,,Surrey,,C,,In Service,,
2550,,1,Ditch,,20020905,,1,1000775045,Final AB,399710,20100406,,Surrey,7890-0375-00,C,,In Service,,
2551,,1,Ditch,,20020905,64.83,1,1000789943,Final AB,399781,20100630,,Surrey,Data Gap Pickup,C,5.2502618,In Service,65.56,
2552,,1,Ditch,,20100708,,1,1001166877,,1000789901,20100708,,Surrey,,C,0,In Service,,
2553,,1,Ditch,,20020905,,1,1000775880,,398334,20131127,,Surrey,,C,,In Service,,
2554,,1,Ditch,,20020905,,1,1000775868,,398322,20100401,,Surrey,,C,,In Service,,
2555,,1,Ditch,,20020905,,0,1000775941,,398293,20130614,,Surrey,,C,,History,,
2556,,1,Ditch,,20020905,,1,1000790055,,396827,20100401,,Surrey,,C,,In Service,,
2557,,1,Ditch,,20020905,,1,1000790059,,396831,20100401,,Surrey,,C,,In Service,,
2558,,1,Ditch,,20020905,,1,1000790050,,396819,20100401,,Surrey,,C,,In Service,,
2559,,1,Ditch,,20020905,,1,1000790049,,396818,20100401,,Surrey,,C,,In Service,,
2560,,1,Ditch,,20020905,,1,1000775937,,398284,20100401,,Surrey,,C,,In Service,,
2561,,1,Ditch,,20131031,,1,1001717376,,1000789977,20131031,,Surrey,,AO,,In Service,,
2562,,0,Creek,,20040809,,1,1000789976,,10002781,20100406,,Surrey,,B,0,In Service,,
2563,,1,Ditch,,20131101,,1,1001717417,Final AB,1000790086,20131101,,Surrey,4810-3020-00,AO,,In Service,,
2564,,1,Ditch,,20020905,,1,1000790018,,396760,20100401,,Surrey,,A,,In Service,,
2565,,0,Creek,,20040809,,1,1000789971,,10002776,20100406,,Surrey,,B,0,In Service,,
2566,,1,Ditch,,20040914,,1,1000789988,,10003785,20100406,,Surrey,,C,0,In Service,,
2567,,1,Ditch,,20020905,,0,1000789990,,396772,20130611,,Surrey,,C,,History,,
2568,,0,Creek,,20051122,,1,1000778231,,10003792,20100406,,Surrey,,B,0,In Service,,
2569,,1,Ditch,,20020905,,1,1000776085,,396903,20111013,,Surrey,,AO,,In Service,,
2570,,1,Ditch,,20060629,,1,1000785033,,10004431,20100401,,Surrey,,AO,0,In Service,,
2571,,1,Ditch,,20020802,,1,1000785234,,383212,20100401,,Surrey,,UN,,In Service,,
2572,,1,Ditch,,20060629,,1,1000785201,,388279,20100401,,Surrey,,AO,0,In Service,,2002
2573,,1,Ditch,,20020731,,1,1000785195,Final AB,379329,20100406,,Surrey,D-846,AO,,In Service,,
2574,,1,Ditch,,20020802,,1,1000775436,,388307,20100401,,Surrey,,C,,In Service,,
2575,,1,Ditch,,20020802,,1,1000775441,,383265,20100401,,Surrey,,UN,,In Service,,
2576,,1,Ditch,,20020731,,1,1000775443,,379518,20100401,,Surrey,,AO,,In Service,,
2577,,1,Ditch,,20020802,,1,1000775439,,388304,20100401,,Surrey,,C,,In Service,,
2578,,1,Ditch,,20020731,,1,1000785284,Final AB,379344,20120418,,Surrey,D-846,AO,,In Service,,
2579,,1,Ditch,,20020731,,1,1000785285,,379346,20100401,,Surrey,,AO,,In Service,,
2580,,1,Ditch,,20020731,,1,1000785208,,379305,20100401,,Surrey,,AO,,In Service,,
2581,,1,Ditch,,20070220,,1,1000819124,Final AB,,20120418,,Surrey,,AO,,In Service,,2006
2582,,1,Ditch,,20020731,,1,1000775309,,379391,20100401,,Surrey,,AO,,In Service,,
2583,,1,Ditch,,20060629,,1,1000785401,,402423,20100401,,Surrey,,C,0,In Service,,
2584,,1,Ditch,,20060629,,1,1000785399,,402421,20100401,,Surrey,,C,0,In Service,,
2585,,1,Ditch,,20060629,,1,1000785372,Final AB,402384,20100406,,Surrey,7889-0004,C,0,In Service,,
2586,,1,Ditch,,20100929,78.39,1,1000785441,Final AB,383171,20100929,,Surrey,MOTH 71101-1004,C,,In Service,,2009
2587,,1,Ditch,,20060629,,1,1000785440,,383170,20100929,,Surrey,,C,0,In Service,,
2588,,1,Ditch,,20090825,0,1,1001130674,,10002647,20100406,,Surrey,,C,0,In Service,0,
2589,,1,Ditch,,20020731,,1,1000775290,Final AB,379515,20100406,,Surrey,7893-0397-00,C,,In Service,,
