,BARCODE,BOOKABLE,COMMENTS,COMMUNITY,CONDITION,CONDITIONDATE,COURT_TYPE,CRE_DATE,DESCRIPTION,FACILITYID,FIELD_TYPE,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LIGHTING_SYSTEM,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OUTDOOR_REC_FAC_TYPE,OUTDOOR_REC_FAC_TYPE2,PARK,PARK_FACILITY_TYPE,PARK_OWNERSHIP,PRIMARY_USE,REFERENCE_NO,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,STRUCTURES_INSPECTION_ROUTE,SURFACE_TREATMENT,SURFACE_TYPE,TO_CLASS_FOR_WEB,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
69,,,,Newton,,,,20160728,"Fitness Circuit; Newton Senior Centre Grounds, 13775 70 Ave",1001885267,,13775,,,,,adjacent to senior centre,Parks,,062,,20160728,"Newton Senior Centre Grounds, 13775 70 Ave",,Parks,4,Fitness Circuit,Newton Senior Centre Grounds,,,,,07000,,,OPERATING,,,,,,,,,,
70,,,,Whalley,,,,20170222,"Fitness Area; Bear Creek Park, 13750 88 Ave",1001908129,,13750,0,20091001,1001441053,,SE corner of track,Parks,,042,,20110708,"Bear Creek Park, 13750 88 Ave",Park,Parks,4,Fitness Circuit,Bear Creek Park,,,,,08800,,,OPERATING,20101112150200,,,,,,,,,
71,,,,Fleetwood,,,,20170306,"Senior's Wellness Park; Francis Park, 15951 83 Ave",1001911630,,15951,0,20101001,1001441051,,in site,Parks,,044,,20170306,"Francis Park, 15951 83 Ave",Land,Parks,4,Fitness Circuit,Francis Park,,,,,08300,,,OPERATING,20091015151900,,,,,,,,,
72,,,Parkour Court,,,,,20170605,"Fitness Area; Frank Hurt Park, 13828 77 Ave",1001934045,,13828,,20160801,,,SE of playground,Parks,,052,,20170914,"Frank Hurt Park, 13828 77 Ave",Park,Parks,4,Fitness Circuit,Frank Hurt Park,,,,,07700,,,OPERATING,,,,,,,,,,
73,,N,Colored & Painted  - Pickleball,South Surrey,,,Tennis,,"2 Tennis Courts; Bell Park, 1782 136 St",1001439377,,01782,0,,0725-000000008,,S.E. Corner of Park,PARKS,,122,,20171025,"Bell Park, 1782 136 St",,PARKS,1,Courts,Bell Park,Court - Tennis - Regulation,,Tennis,1-2,13600,,,OPERATING,,,,Asphalt,Y,,,,,
74,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Alderwood Park, 1761 Lilac Dr",1001439387,,01761,0,,0725-000000007,,Upper West Side of Park,PARKS,,124,,20171025,"Alderwood Park, 1761 Lilac Dr",,PARKS,1,Courts,Alderwood Park,Court - Tennis - Regulation,,Tennis,1-2,15895,,,OPERATING,,,,Asphalt,Y,,,,,
75,,,,Whalley,,,Lacrosse Box,20160824,"Lacrosse Box; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway ",1001888734,,10655,,,,,adjacent to skate park,Parks,,011,,20160824,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,Parks,1,Courts,Tom Binnie Park,Lacrosse Box,,Lacrosse,,13502,,,OPERATING,,,,,,,,,,
76,,N,Colored & Painted  - Pickleball,South Surrey,,,Tennis,,"4 Tennis Courts; South Surrey Athletic Park, 1925 148 St",1001439378,,01925,0,,0725-000000004,N,N.W. of Water Playground,PARKS,,123,,20160929,"South Surrey Athletic Park, 1925 148 St",,PARKS,1,Courts,South Surrey Athletic Park,Court - Tennis - Regulation,,Tennis,1-1,14800,,,OPERATING,,,,Asphalt,Y,,,,,
77,,N,Colored & Painted  - Pickleball,South Surrey,,,Tennis,,"4 Tennis Courts; South Surrey Athletic Park, 1925 148 St",1001439379,,01925,0,,0725-000000004,N,N.W. of Water Playground,PARKS,,123,,20160929,"South Surrey Athletic Park, 1925 148 St",,PARKS,1,Courts,South Surrey Athletic Park,Court - Tennis - Regulation,,Tennis,1-2,14800,,,OPERATING,,,,Asphalt,Y,,,,,
78,,,Pickleball,South Surrey,,,Games,20140530,"Sport Court; Dufferin Park,17375 2 Ave",1001751812,,17375,,20140401,,,north of parking lot,Parks,,046,,20160929,"Dufferin Park,17375 2 Ave",Park,Parks,1,Courts,Dufferin Park,,,Basketball/Hockey,1,00200,,,OPERATING,,,,,,,,,,
79,,N,,Fleetwood,,,Volleyball,,"Volleyball Court #2; Fleetwood Park, 15802 80 Ave",1001439390,,15802,0,20030802,0725-000000123,,South of volleyball court #1,PARKS,,054,,20121016,"Fleetwood Park, 15802 80 Ave",,PARKS,1,Courts,Fleetwood Park,Court - Volleyball,,Volleyball,2,08000,,,OPERATING,20031112132200,,,Sand,Y,,,,,
80,,,,Cloverdale,,,Games,,"Basketball/Hockey Court; Clayton Park, 18513 70 Ave",1001439363,,18513,0,,0725-000000095,,"NE corner of park, on 72 Ave",Parks,,068,,20121016,"Clayton Park, 18513 70 Ave",,Parks,1,Courts,Clayton Park,Court - Basketball/Hockey,,Basketball/Hockey,1,07000,,,OPERATING,20010626074200,,,ASPHALT,Y,,,,,
81,,,,Cloverdale,,,Tennis,,"1 Practice Tennis Half Court & Wall #2; Clayton Park, 18513 70 Ave",1001439364,,18513,0,,0725-000000102,,"1 half tennis court, immediately north of full courts",Parks,,068,,20141113,"Clayton Park, 18513 70 Ave",,Parks,1,Courts,Clayton Park,Court - Tennis - Half,,Tennis - Half,2,07000,,,OPERATING,20020613100900,,,ASPHALT,Y,,,,,
82,,N,,Cloverdale,,,Tennis,,"2 Tennis Courts; Clayton Park, 18513 70 Ave",1001439365,,18513,0,,0725-000000010,,N.W. Corner of Park,PARKS,,068,,20141113,"Clayton Park, 18513 70 Ave",,PARKS,1,Courts,Clayton Park,Court - Tennis - Regulation,,Tennis,1-1,07000,,,OPERATING,,,,Asphalt,Y,,,,,
83,,,,Whalley,,,Games,20160428,"Basketball Half Court #1; Holland Park, 13428 Old Yale Road",1001873478,,13428,,20160501,,,within plaza expansion NW corner of Park,Parks,,021,,20160428,"Holland Park, 13428 Old Yale Road",Park,Parks,1,Courts,Holland Park,Court - Basket/ballHockey,,Basketball - Half,1,80103,,,OPERATING,,,,Concrete,,,,,,
84,,,,Whalley,,,Games,20160428,"Basketball Half Court #2; Holland Park, 13428 Old Yale Road",1001873480,,13428,,20160501,,,within plaza expansion NW corner of Park,Parks,,021,,20160428,"Holland Park, 13428 Old Yale Road",Park,Parks,1,Courts,Holland Park,Court - Basketball/Hockey,,Basketball - Half,2,80103,,,OPERATING,,,,Concrete,,,,,,
85,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439329,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-1 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
86,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439330,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-2 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
87,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439331,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-3 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
88,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439332,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-4 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
89,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439333,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-5 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
90,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439334,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-6 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
91,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439335,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-7 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
92,,N,Color Coated,Newton,,,Tennis,,"8 Tennis Courts; Newton Athletic Park, 7395 128 St",1001439336,,07395,0,,0725-000000001,Y,128th Str.,PARKS,,050,,20170529,"Newton Athletic Park, 7395 128 St",,PARKS,1,Courts,Newton Athletic Park,Court - Tennis - Regulation,,Tennis,1-1-8 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
93,,,,,,,,20141010,"Track; North Surrey Community Park, 15848 97A Ave",1001790183,,15848,,,,,North Surrey Community Park Oval,,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,,3,Track,North Surrey Community Park,,,,1,09750,,,OPERATING,,,,,,,,,,
94,,,,South Surrey,,,Bike Park,20151029,"Bike Park; Latimer Park, 2786 192 St",1001845576,,02786,,,,,within park,Parks,,119,,20151029,"Latimer Park, 2786 192 St",,Parks,0,Bike Park,Latimer Lake Park,,,Bicycle - Trials,1,19200,,,OPERATING,,,,Dirt,,,,,,
95,,N,,Guildford,,,Bike Park,20130709,"Bike Park; Invergarry Park, 14400 Currie Dr",1001605849,,14400,,20120101,,N,,Parks,,003,,20151029,"Invergarry Park, 14400 Currie Dr",Park,Parks,0,Bike Park,Invergarry Park,Bike Park,,Bicycle - Trials,1,14340,,,OPERATING,,,,Dirt,,,,,,
96,,N,,,,,Bike Park,20130709,"Bike Park; 22D - Utility ROW, 13931 100 Ave",1001605779,,13931,,,,N,between P4 and P5,Parks,,022,,20151029,"22D - Utility ROW, 13931 100 Ave",Park,Parks,0,Bike Park,22D - Utility ROW,Bike Park,,Bicycle - Trials,1,10000,,,OPERATING,,,,Dirt,,,,,,
97,,,Pump Track,South Surrey,,,Bike Park,20150626,"Bike Park; Fun Fun Park, 1472 - 128 St",1001879038,,01472,,20150626,,,North of playground,Parks,,131,,20151029,"Fun Fun Park, 1472 - 128 St",Park,Parks,0,Bike Park,Fun Fun Park,Bike Park,,Bicycle - Dirt Jumps,1,12800,,,OPERATING,,,,Dirt,,,,,,
98,,N,,Newton,,,Bike Park,20140528,"Bike Park; Panorama Park, 12863 60 Ave",1001751333,,12863,,20140528,,N,east of playground,Parks,,071,,20151029,"Panorama Park,12941 60 Ave",,Parks,0,Bike Park,Panorama Park,Bike Park,,Bicycle - Dirt Jumps,1,06000,,,OPERATING,,,,Dirt,,,,,,
99,,,,Guildford,,,,20170605,"Fitness Circuit; Port Kells Park, 19340 - 88 Ave",1001933987,,19340,,20160801,,,SE of Playground,Parks,,049,,20171128,"Port Kells Park, 19340 - 88 Ave",Park,Parks,4,Fitness Circuit,Port Kells Park,,,,,08800,,,OPERATING,,,,,,,,,,
100,,N,,Fleetwood,,,Games,,"Basketball Court; Surrey Sport & Leisure Complex Grounds, 16555 Fraser Hwy",1001439391,,16555,0,20030802,0725-000000125,,north of skate park,Parks,,045,,20121016,"Surrey Sport & Leisure Complex Grounds, 16555 Fraser Hwy",,Parks,1,Courts,Surrey Sport & Leisure Complex Grounds,Court - Basketball/Hockey,,Basketball,1,00101,,,OPERATING,20040319082600,,,Asphalt,Y,,,,,
101,,N,,Fleetwood,,,Volleyball,,"Volleyball Court #1; Fleetwood Park, 15802 80 Ave",1001439392,,15802,0,20021002,0725-000000122,,North of volleyball court #2,PARKS,,054,,20121016,"Fleetwood Park, 15802 80 Ave",,PARKS,1,Courts,Fleetwood Park,Court - Volleyball,,Volleyball,1,08000,,,OPERATING,20031112132100,,,Sand,Y,,,,,
102,,N,,Fleetwood,,,Games,20101022,"Basketball Court; Fleetwood Park, 15802 80 Ave",1001439408,,15802,0,20091010,0725-000000139,,east end of Southeast parking lot,Parks,,054,,20121016,"Fleetwood Park, 15802 80 Ave",,Parks,1,Courts,Fleetwood Park,Court - Basketball/Hockey,,Basketball,1,08000,,,OPERATING,20101022135100,,,Asphalt,Y,,,,,
103,,,,,,,,20160825,"Fitness Circuit; Crescent Park, 2585 132 St",1001888951,,02585,,,,,adjacent to softball 1,Parks,,111,,20160825,"Crescent Park, 2585 132 St",,Parks,4,Fitness Circuit,Crescent Park,,,,,13200,,,OPERATING,,,,,,,,,,
104,,N,,Newton,,,Games,,"Basketball/Hockey Court; Evershine Park, 12688 70 Ave",1001439338,,12688,0,19990609,0725-000000080,,NE section of park,PARKS,,060,,20121016,"Evershine Park, 12688 70 Ave",,PARKS,1,Courts,Evershine Park,Court - Basketball/Hockey,,Basketball/Hockey,1,07000,,,OPERATING,,,,Other,Y,,,,,
105,,N,,Newton,,,Games,,"Basketball Court; Tamanawis Park, 12515 64 Ave",1001439339,,12515,0,20010607,0725-000000079,,S side of parking lot near 64 Ave,PARKS,,060,,20121016,"Tamanawis Park, 12515 64 Ave",,PARKS,1,Courts,Tamanawis Park,Court - Basketball/Hockey,,Basketball,1,06400,,,OPERATING,,,,Other,Y,,,,,
106,,,Two basketball hoops with 10 foot high fences surrounding the court,Newton,,,Games,,"Basketball Court; Newton Reservoir Park, 6275 128 St",1001439340,,06275,0,20020827,0725-000000114,,On top of Newton Reservoir,PARKS,,070,,20121016,"Newton Reservoir Park, 6275 128 St",,PARKS,1,Courts,Newton Reservoir Park,Court - Basketball/Hockey,,Basketball,1,12800,,,OPERATING,20021030111100,,,Concrete,Y,,,,,
107,,Y,,Newton,,,Lacrosse Box,,"Lacrosse Box #1; Unwin Park, 13313 68 Ave",1001439341,,13313,0,,0725-000000033,,West 134th Str. Parking Lot,PARKS,,061,,20141112,"Unwin Park, 13313 68 Ave",,PARKS,1,Courts,Unwin Park,Lacrosse Box,,Lacrosse,1,06800,,,OPERATING,,,,Other,Y,,,,,
108,,Y,,Newton,,,Lacrosse Box,,"Lacrosse Box #2; Unwin Park, 13313 68 Ave",1001439342,,13313,0,,0725-000000034,,South of Existing Lacrosse Box,PARKS,,061,,20141112,"Unwin Park, 13313 68 Ave",,PARKS,1,Courts,Unwin Park,Lacrosse Box,,Lacrosse,2,06800,,,OPERATING,,,,Other,Y,,,,,
109,,N,,Guildford,,,Tennis,20091026,"4 Tennis Courts #2; Fraser Heights Park, 10588 160 St",1001439401,,10588,0,20090901,0725-000000135,Y,north of rec centre,Parks,,015,,20170529,"Fraser Heights Park, 10588 160 St",,Parks,1,Courts,Fraser Heights Park,Court - Tennis - Regulation,,Tennis,2-2,16000,,,OPERATING,20091015144500,,,Asphalt,Y,,,,,
110,,N,,Guildford,,,Tennis,20091026,"4 Tennis Courts #2; Fraser Heights Park, 10588 160 St",1001439402,,10588,0,20090901,0725-000000135,Y,north of rec centre,Parks,,015,,20170529,"Fraser Heights Park, 10588 160 St",,Parks,1,Courts,Fraser Heights Park,Court - Tennis - Regulation,,Tennis,2-3,16000,,,OPERATING,20091015144500,,,Asphalt,Y,,,,,
111,,N,,Guildford,,,Tennis,20091026,"4 Tennis Courts #2; Fraser Heights Park, 10588 160 St",1001439403,,10588,0,20090901,0725-000000135,Y,north of rec centre,Parks,,015,,20170529,"Fraser Heights Park, 10588 160 St",,Parks,1,Courts,Fraser Heights Park,Court - Tennis - Regulation,,Tennis,2-4,16000,,,OPERATING,20091015144500,,,Asphalt,Y,,,,,
112,,,,Newton,,,Volleyball,20170809,"Volleyball Court; T.E. Scott Elementary School Park, 6998 148 St",1001942820,,07676,,20170809,1001935124,,east of washroom,Parks,,050,,20170809,"T.E. Scott Elementary School Park, 6998 148 St",Park,Parks,1,Courts,T.E. Scott Elementary School Park,,,Volleyball,1,12200,,,OPERATING,,,,,,,,,,
113,,,,Newton,,,Volleyball,20170809,"Volleyball Court; Kettle Crescent Park, 15434 Kildare Dr",1001942830,,15434,,20170809,1001942820,,along P2,Parks,,050,,20170809,"Kettle Crescent Park, 15434 Kildare Dr",Park,Parks,1,Courts,Kettle Crescent Park,,,Volleyball,1,05975,,,OPERATING,,,,,,,,,,
114,,N,Colored & Painted  - Pickleball,Fleetwood,,,Tennis,,"2 Tennis Courts #1; Maple Green Park, 8959 150 St",1001439322,,08959,0,,0725-000000017,,S.E. Corner 150th Street,PARKS,,033,,20171030,"Maple Green Park, 8959 150 St",,PARKS,1,Courts,Maple Green Park,Court - Tennis - Regulation,,Tennis,1-1,15000,,,OPERATING,,,,Asphalt,Y,,,,,
115,,N,,Cloverdale,,,Tennis,20141218,"Tennis Courts; Hazelgrove Park, 7080 190 St",1001953356,,07080,0,20160531,,,south of playground,Parks,,068,,20171030,"Hazelgrove Park, 7080 190 St",Park,Parks,1,Courts,Hazelgrove Park,Court - Tennis - Regulation,,Tennis,1-1,19000,,,OPERATING,,,,Asphalt,Y,,,,,
116,,N,,Cloverdale,,,Tennis,20141218,"Tennis Courts; Hazelgrove Park, 7080 190 St",1001953358,,07080,0,20160531,,,south of playground,Parks,,068,,20171030,"Hazelgrove Park, 7080 190 St",Park,Parks,1,Courts,Hazelgrove Park,Court - Tennis - Regulation,,Tennis,1-2,19000,,,OPERATING,,,,Asphalt,Y,,,,,
117,,N,,Guildford,,,Tennis,,"2 Tennis Courts; Hummingbird Park, 11083 Swan Cres",1001439311,,11083,0,,0725-000000014,,N.W. Corner of Park,PARKS,,013,,20171030,"Hummingbird Park, 11083 Swan Cres",,PARKS,1,Courts,Hummingbird Park,Court - Tennis - Regulation,,Tennis,1-2,15155,,,OPERATING,,,,Asphalt,Y,,,,,
118,,N,,Whalley,,,Tennis,,"6 Tennis Courts #1; Kennedy Park, 9058 Holt Rd",1001439297,,09058,0,,0725-000000002,Y,E Side Of Park,PARKS,,030,,20171030,"Kennedy Park, 9058 Holt Rd",,PARKS,1,Courts,Kennedy Park,Court - Tennis - Regulation,,Tennis,1-2 - lit,12040,,,OPERATING,,,,Asphalt,Y,,,,,
119,,N,,Whalley,,,Tennis,,"6 Tennis Courts #1; Kennedy Park, 9058 Holt Rd",1001439298,,09058,0,,0725-000000002,Y,E Side Of Park,PARKS,,030,,20171030,"Kennedy Park, 9058 Holt Rd",,PARKS,1,Courts,Kennedy Park,Court - Tennis - Regulation,,Tennis,1-3 - lit,12040,,,OPERATING,,,,Asphalt,Y,,,,,
120,,N,,Whalley,,,Tennis,,"6 Tennis Courts #1; Kennedy Park, 9058 Holt Rd",1001439299,,09058,0,,0725-000000002,Y,E Side Of Park,PARKS,,030,,20171030,"Kennedy Park, 9058 Holt Rd",,PARKS,1,Courts,Kennedy Park,Court - Tennis - Regulation,,Tennis,1-4 - lit,12040,,,OPERATING,,,,Asphalt,Y,,,,,
121,,N,,Whalley,,,Tennis,,"6 Tennis Courts #1; Kennedy Park, 9058 Holt Rd",1001439300,,09058,0,,0725-000000002,Y,E Side Of Park,PARKS,,030,,20171030,"Kennedy Park, 9058 Holt Rd",,PARKS,1,Courts,Kennedy Park,Court - Tennis - Regulation,,Tennis,1-5 - lit,12040,,,OPERATING,,,,Asphalt,Y,,,,,
122,,N,,Whalley,,,Tennis,,"6 Tennis Courts #1; Kennedy Park, 9058 Holt Rd",1001439301,,09058,0,,0725-000000002,Y,E Side Of Park,PARKS,,030,,20171030,"Kennedy Park, 9058 Holt Rd",,PARKS,1,Courts,Kennedy Park,Court - Tennis - Regulation,,Tennis,1-6 - lit,12040,,,OPERATING,,,,Asphalt,Y,,,,,
123,,,Colored & Painted  - Pickleball,Fleetwood,,,Tennis,,"2 Practice Tennis Half Courts & Wall #2; Maple Green Park, 8959 150 St",1001439318,,08959,0,20010613,0725-000000100,,"2 half tennis courts, west of full courts",Parks,,033,,20171030,"Maple Green Park, 8959 150 St",,Parks,1,Courts,Maple Green Park,Court - Tennis - Half,,Tennis - Half,2-2,15000,,,OPERATING,20020613095600,,,ASPHALT,Y,,,,,
124,,N,,Newton,,,Games,,"Basketball/Hockey Court; Unwin Park, 13313 68 Ave",1001439343,,13313,0,20001004,0725-000000072,,East of playground and North of Youth Centre,PARKS,,061,,20121016,"Unwin Park, 13313 68 Ave",,PARKS,1,Courts,Unwin Park,Court - Basketball/Hockey,,Basketball/Hockey,1,06800,,,OPERATING,,,,ASPHALT,Y,,,,,
125,,,,Newton,,,Games,,"Basketball Court; Hazelnut Meadows Community Park, 14069 68 Ave",1001439344,,14069,0,,0725-000000093,,"West side of park, North of parking lot",Parks,,062,,20121016,"Hazelnut Meadows Community Park, 14069 68 Ave",,Parks,1,Courts,Hazelnut Meadows Community Park,Court - Basketball/Hockey,,Basketball,1,06800,,,OPERATING,20010308161800,,,ASPHALT,Y,,,,,
126,,Y,Painted ,Cloverdale,,,Tennis,,"4 Tennis Courts; Cloverdale Athletic Park, 6330 168 St",1001439352,,06330,0,20100501,0725-000000140,Y,"west side of park, at 168 St and 63 Ave",Parks,,076,,20171026,"Cloverdale Athletic Park, 6330 168 St",,Parks,1,Courts,Cloverdale Athletic Park,Court - Tennis - Regulation,,Tennis,1-3 - lit,16800,,,OPERATING,20101201151200,,,Asphalt,Y,,,,,
127,,N,,Whalley,,,Tennis,,"1 Tennis Court; Bridgeview Park, 11475 126A St",1001439286,,11475,0,,0725-000000009,,"South of Community Hall, east of basketball court",PARKS,,000,,20141113,"Bridgeview Park, 11475 126A St",,PARKS,1,Courts,Bridgeview Park,Court - Tennis - Regulation,,Tennis,1,12650,,,OPERATING,,,,Asphalt,Y,,,,,
128,,,Two basketball hoops with 10 foot high fences surrounding the court,Whalley,,,Games,,"Basketball Court; Bridgeview Park, 11475 126A St",1001439287,,11475,0,,0725-000000116,,"South of Community Hall, west of tennis court",PARKS,,000,,20121016,"Bridgeview Park, 11475 126A St",,PARKS,1,Courts,Bridgeview Park,Court - Basketball/Hockey,,Basketball,1,12650,,,OPERATING,20030711081100,,,Asphalt,Y,,,,,
129,,N,,Whalley,,,Games,,"Basketball Court; Tom Binnie Park, 10665 City Parkway",1001439288,,10665,0,,0725-000000077,,near Youth Centre,PARKS,,011,,20121016,"Tom Binnie Park, 10665 City Parkway",,PARKS,1,Courts,Tom Binnie Park,Court - Basketball/Hockey,,Basketball,1,13502,,,OPERATING,,,,Asphalt,Y,,,,,
130,,Y,,Whalley,,,Lacrosse Box,,"Lacrosse Box; Royal Kwantlen Park, 13035 104 Ave",1001439289,,13035,0,,0725-000000031,,S.W. Corner of Park -104th Ave.,PARKS,,011,,20141112,"Royal Kwantlen Park, 13035 104 Ave",,PARKS,1,Courts,Royal Kwantlen Park,Lacrosse Box,,Lacrosse,1,10400,,,OPERATING,,,,Other,Y,,,,,
131,,N,,Whalley,,,Tennis,,"2 Tennis Courts; Royal Kwantlen Park, 13035 104 Ave",1001439290,,13035,0,,0725-000000003,,S.E. Corner of Park-Old Yale Road,PARKS,,011,,20141113,"Royal Kwantlen Park, 13035 104 Ave",,PARKS,1,Courts,Royal Kwantlen Park,Court - Tennis - Regulation,,Tennis,1-1,10400,,,OPERATING,,,,Asphalt,Y,,,,,
132,,N,Colored & Painted  - Pickleball,Cloverdale,,,Tennis,,"2 Tennis Courts; Clayton Park, 18513 70 Ave",1001439366,,18513,0,,0725-000000010,,N.W. Corner of Park,PARKS,,068,,20171026,"Clayton Park, 18513 70 Ave",,PARKS,1,Courts,Clayton Park,Court - Tennis - Regulation,,Tennis,1-2,07000,,,OPERATING,,,,Asphalt,Y,,,,,
133,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Meridian By The Sea Park, 2040 150 St",1001439384,,02040,0,,0725-000000015,,N. End Of Park,PARKS,,123,,20171030,"Meridian By The Sea Park, 2040 150 St",,PARKS,1,Courts,Meridian by the Sea Park,Court - Tennis - Regulation,,Tennis,1-2,15000,,,OPERATING,,,,Asphalt,Y,,,,,
134,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Morgan Creek Park, 3302 156A St",1001439394,,03302,0,20031002,0725-000000119,,NE corner of park,PARKS,,104,,20171030,"Morgan Creek Park, 3302 156A St",,PARKS,1,Courts,Morgan Creek Park,Court - Tennis - Regulation,,Tennis,1-2,15650,,,OPERATING,20031002140900,,,Asphalt,Y,,,,,
135,,N,,Whalley,,,Tennis,,"2 Tennis Courts; Robson Park, 12576 100 Ave",1001439294,,12576,0,,0725-000000018,,Adjacent to 100th Ave. Parking Lot,PARKS,,020,,20171030,"Robson Park, 12576 100 Ave",,PARKS,1,Courts,Robson Park,Court - Tennis - Regulation,,Tennis,1-2,10000,,,OPERATING,,,,Asphalt,Y,,,,,
136,,N,,Whalley,,,Tennis,,"2 Tennis Courts; Royal Kwantlen Park, 13035 104 Ave",1001439291,,13035,0,,0725-000000003,,S.E. Corner of Park-Old Yale Road,PARKS,,011,,20171030,"Royal Kwantlen Park, 13035 104 Ave",,PARKS,1,Courts,Royal Kwantlen Park,Court - Tennis - Regulation,,Tennis,1-2,10400,,,OPERATING,,,,Asphalt,Y,,,,,
137,,N,Colored & Painted  - Pickleball,Newton,,,Tennis,,"2 Tennis Courts; Sullivan Park, 6272 152 St",1001439346,,06272,0,,0725-000000019,,Adjacent to 62A Ave. Parking Lot,PARKS,,074,,20171030,"Sullivan Park, 6272 152 St",,PARKS,1,Courts,Sullivan Park,Court - Tennis - Regulation,,Tennis,1-2,15200,,,OPERATING,,,,Asphalt,Y,,,,,
138,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Sunnyside Park, 15455 26 Ave",1001439389,,15455,0,,0725-000000020,,Northwest Corner of Park,PARKS,,114,,20171030,"Sunnyside Park, 15455 26 Ave",,PARKS,1,Courts,Sunnyside Park,Court - Tennis - Regulation,,Tennis,1-2,02600,,,OPERATING,,,,Asphalt,Y,,,,,
139,,,,,,,,20170223,Rubberized Running Track; Hazelgrove Park,1001908367,,07080,,20160531,,,east side of park,Parks,,068,,20171102,"Hazelgrove Park, 7080 190 St",Park,Parks,3,Track,Hazelgrove Park,,,,,19000,,,OPERATING,,,,,,,,,,
140,,N,,Newton,,,Tennis,,"2 Tennis Courts; Bob Rutledge Park, 5424 - 148 St",1001439347,,05424,0,,0725-000000023,,East of Park Entrance Gates,PARKS,,083,,20141113,"Bob Rutledge Park, 5424 - 148 St",,PARKS,1,Courts,Bob Rutledge Park,Court - Tennis - Regulation,,Tennis,1-1,14800,,,OPERATING,,,,Asphalt,Y,,,,,
141,,Y,Painted ,Cloverdale,,,Tennis,,"4 Tennis Courts; Cloverdale Athletic Park, 6330 168 St",1001439353,,06330,0,20100501,0725-000000140,Y,"west side of park, at 168 St and 63 Ave",Parks,,076,,20171026,"Cloverdale Athletic Park, 6330 168 St",,Parks,1,Courts,Cloverdale Athletic Park,Court - Tennis - Regulation,,Tennis,1-4 - lit,16800,,,OPERATING,20101201151200,,,Asphalt,Y,,,,,
