,CHAINAGE_FROM,CHAINAGE_TO,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,FACILITYID,FLOOD_CONTROL_TYPE,FLOOD_CONTROL_TYPE2,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTAINED_BY,MATERIAL,MINIMUM_ELEVATION,MOD_DATE,NAME,OWNER,PROJECT_NO,PROTECTION_AREA,STATUS,WARRANTYDATE,YR,YTD_COST
148,,,,,,20140505,1001746123,4,Retaining wall,Final AB,,,,Private,Lock Block,,20140505,,Private,7807-0159-00,,In Service,,2010,
149,,,,,,20140515,1001748853,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
150,,,,,,20140515,1001748863,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
151,,,,,,20140515,1001748827,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
152,,,,,,20140515,1001748829,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
153,,,,,,20140515,1001748846,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
154,,,,,,20140515,1001748813,1,Spillway,Final AB,,,,Surrey,Riprap,55.9,20140515,,Surrey,7800-0352-00,,In Service,,2002,
155,,,,,,20140515,1001748844,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
156,,,,,,20140515,1001748828,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
157,,,,,,20140515,1001748891,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
158,,,,,,20140515,1001748826,0,Dyke,,,,,,Earth,,20140515,,Mud Bay Dyking District,,,In Service,,,
159,,,,,,20140905,1001779371,4,Retaining Wall,,,,,,Lock Block,,20140905,,Surrey,,,In Service,,,
160,,,Steel Bolted to Binwall,,,20140904,1001779208,4,Retaining Wall,Final AB,,,,Surrey,Galvanized Steel,,20140904,,Surrey,4812-3070-00,,In Service,,2013,
161,,,,,,20140905,1001779374,4,Retaining Wall,Final AB,,,,Surrey,Lock Block,,20140905,,Surrey,4811-3020-00,,In Service,,2013,
162,,,,,,20140919,1001781043,4,Retaining Wall,,,,,,Concrete,,20140919,,Surrey,,,In Service,,,
163,,,DETENTION POND SPILLWAY,,,20090629,1001126798,1,Spillway,Final AB,,,,Surrey,Riprap,,20170530,,Surrey,7895-0272-00,,In Service,,1998,
164,7180,7220,Right Side,,,20130131,1001565976,0,Dyke,Final AB,1001224875,,168 St to Fraser Hwy,Surrey,Earth,2.95,20130208,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
165,,,,,,20100804,1001169027,0,Dyke,Final AB,,,CRESCENT BEACH MAPLE PS AREA,Surrey,Earth,,20131101,,Surrey,,,In Service,,,
166,,,,,,20131101,1001717430,0,Dyke,Final AB,1001169027,,CRESCENT BEACH MAPLE PS AREA,Surrey,Earth,3.6,20131101,,Surrey,4810-3020-00,,In Service,,2013,
167,,,Left Side,,,20130212,1001567059,0,Dyke,Final AB,1001224890,,168 St Canal to Approx 161 Ave,,Earth,,20130208,76 Avenue Dyke,Surrey,,,In Service,,2012,
168,,,,,,20131112,1001718230,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
169,7180,7260,Left Side,,,20130131,1001565975,0,Dyke,Final AB,1001224877,,168 St to Fraser Hwy,Surrey,Earth,2.8000000000000003,20130201,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
170,,,,,,20131112,1001718244,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
171,6580,6880,Left Side,,,20130131,1001565934,0,Dyke,Final AB,1001224877,,168 St to Fraser Hwy,Surrey,Earth,3.2,20130131,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
172,400,720,Right Side,,,20130212,1001567060,0,Dyke,Final AB,1001224890,,168 St Canal to Approx 161 Ave,Surrey,Earth,3.2,20130212,76 Avenue Dyke,Surrey,4804-4030-00,,In Service,,2010,
173,6580,6880,Right Side,,,20130131,1001565931,0,Dyke,Final AB,1001224875,,168 St to Fraser Hwy,Surrey,Earth,2.62,20130131,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
174,,,,,,20131112,1001718272,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
175,,,Left Side,,,20130212,1001567066,0,Dyke,Final AB,1001567063,,168 St Canal to Approx 161 Ave,,Earth,,20130212,76 Avenue Dyke,Surrey,,,In Service,,2012,
176,7270,7480,Right Side,,,20130201,1001566074,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.1,20130201,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
177,7480,7780,Right Side,,,20130201,1001566135,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.2,20130201,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
178,7480,7780,Left Side,,,20130201,1001566136,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3.25,20130201,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
179,7780,8080,Left Side,,,20130201,1001566137,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3.1,20130201,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
180,,,,,,20131112,1001718236,3,Groyne,,,,Crescent Beach,Surrey,Wood,,20131112,,Surrey,,,In Service,,,
181,,,Phase 1,,,20110913,1001197267,0,Dyke,Final AB,,,,Surrey,Concrete,4.7,20130819,Fraser River,Surrey,4809-3100-00,,In Service,,2013,
182,11120,11420,Left Side,,,20130205,1001566424,0,Dyke,Final AB,1001224838,,56 Ave to 60 Ave,Surrey,Earth,3.1,20130205,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
183,,,,,,20110428,1001566665,0,Dyke,Final AB,,,S of 88 Ave to 176 St,Surrey Dyking District,Earth,3.564,20130205,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
184,,,,,,20110428,1001566666,0,Dyke,Final AB,,,S of 88 Ave to 176 St,Surrey Dyking District,Earth,3.6670000000000003,20130205,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
185,,,,,,20110428,1001566667,0,Dyke,Final AB,,,S of 88 Ave to 176 St,Surrey Dyking District,Earth,3.3960000000000004,20130205,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
186,,,,,,20091027,1001136123,0,Dyke,Final AB,,,,Surrey,Earth,2.59,20130205,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
187,,,Phase 1,,,20110913,1001197266,0,Dyke,Final AB,,,,Surrey,Concrete,4.707,20130819,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
188,,,Phase 1 Stop Log 2,,,20110509,1001197189,2,Stoplogs,Final AB,,,,Surrey,Galvanized Steel,4.7,20130819,Fraser River,Surrey,4809-3100-00,,In Service,,2013,
189,10400,10540,Right Side - Sheet Pile Wall,,,20130204,1001566355,0,Dyke,Final AB,1001566353,,56 Ave to 64 Ave,Surrey,Galvanized Steel,3.1,20130205,Central Serpentine,Surrey,4804-4030-00,,In Service,,2008,
190,,,Right Side,,,20130205,1001566453,0,Dyke,Final AB,1001224838,,56 Ave to 60 Ave,,Earth,,20130205,Central Serpentine,Surrey,,,In Service,,2012,
191,,,Phase 1 Sop Log 3,,,20110509,1001197190,2,Stoplogs,Final AB,,,,Surrey,Galvanized Steel,4.71,20130819,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
192,15600,15790,Right Side Ends @ BCE Rail R/W,,,20130205,1001566479,0,Dyke,Final AB,1001566353,,56 Ave to 64 Ave,Surrey,Earth,2.4,20130205,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
193,,,Phase 1,,,20110913,1001197188,0,Dyke,Final AB,,,,Surrey,Concrete,4.703,20130819,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
194,300,600,Left Side,,,20130205,1001566531,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.2,20130205,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
195,40,300,Left Side,,,20130205,1001566516,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.25,20130205,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
196,20,300,Right Side,,,20130205,1001566525,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3,20130205,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
197,300,600,Right Side,,,20130205,1001566538,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.25,20130205,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
198,,,,,,20140606,1001752562,4,Retaining Wall,Final AB,,,,Private,Lock Block,,20150522,,Private,4804-3060-00,,In Service,,2005,
199,600,900,Left Side,,,20130205,1001566542,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.3000000000000003,20130205,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
200,600,900,Right Side,,,20130205,1001566549,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.3000000000000003,20130205,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
201,900,1200,Right Side,,,20130206,1001566583,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3,20130206,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
202,,,,,,20111102,1001217793,1,Spillway,Final AB,,,,Surrey,Earth,,20111102,,Surrey,7806-0137-00,,In Service,,2011,
203,1020,1264,,,,20110824,1001210374,0,Dyke,Final AB,,,,Surrey,Earth,4.95,20110824,,Surrey,4811-1120-00,,In Service,,2011,
204,1200,1560,,,,20091210,1001143248,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.5100000000000002,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
205,,,,,,20100713,1001167141,0,Dyke,Final AB,,,,Surrey,Earth,2.5,20100713,Eugene Creek,Surrey,4800-5060-00,,In Service,,2010,
206,,,,,,20100713,1001167158,0,Dyke,Final AB,,,,Surrey,Earth,2.5,20100713,Eugene Creek,Surrey,4800-5060-00,,In Service,,2010,
207,,,,,,20100713,1001167159,0,Dyke,Final AB,,,,Surrey,Earth,2.5,20100713,Eugene Creek,Surrey,4800-5060-00,,In Service,,2010,
208,,,TURFSTONE,,,20101129,1001183333,1,Spillway,Final AB,,,,,Concrete,64,20101129,,Surrey,7801-0198-00,,In Service,,2002,
209,1560,1920,,,,20091210,1001143250,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.525,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
210,1920,2280,,,,20091210,1001143255,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.539,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
211,2280,2640,,,,20091210,1001143256,0,Dyke,Final AB,,,Lower Nicomekl Dyke,Surrey Dyking District,Earth,2.5500000000000003,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
212,2640,2880,,,,20091210,1001143261,0,Dyke,Final AB,,,,Surrey Dyking District,Earth,2.567,20130129,Lower Nicomekl Dyke,Surrey,4802-4010-00,,In Service,,2009,
213,,,Phase 1,,,20110913,1001197191,0,Dyke,Final AB,,,,Surrey,Earth,4.71,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
214,,,Phase 2,,,20110913,1001197321,0,Dyke,Final AB,,,,Surrey,Earth,4.9190000000000005,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
215,,,Phase 2,,,20110913,1001197249,0,Dyke,Final AB,,,,Surrey,Earth,4.758,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
216,,,Phase 1,,,20110913,1001197182,0,Dyke,Final AB,,,,Surrey,Earth,4.62,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
217,,,Phase 2,,,20110913,1001197250,0,Dyke,Final AB,,,,Surrey,Concrete,4.788,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
218,,,Phase 2,,,20110913,1001197317,0,Dyke,Final AB,,,,Surrey,Concrete,4.892,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
219,,,Phase 1 Floodwall,,,20110913,1001197181,0,Dyke,Final AB,,,,Surrey,Concrete,4.581,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
220,,,Phase 1,,,20110913,1001197185,0,Dyke,Final AB,,,,Surrey,Earth,4.7,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
221,,,Phase 1 Floodwall,,,20110913,1001197269,0,Dyke,Final AB,,,,Surrey,Concrete,4.642,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
222,,,Phase 2,,,20110913,1001197322,0,Dyke,Final AB,,,,Surrey,Concrete,4.948,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
223,,,Phase 1,,,20110913,1001197195,0,Dyke,Final AB,,,,Surrey,Earth,4.72,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
224,,,Phase 1,,,20110913,1001197263,0,Dyke,Final AB,,,,Surrey,Concrete,4.721,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
225,,,Phase 2,,,20110913,1001197308,0,Dyke,Final AB,,,,Surrey,Earth,4.868,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
226,,,,,,20131106,1001717768,1,Spillway,Final AB,,,Surrey Centre DP,Surrey,Riprap,74.4,20131106,,Surrey,4801-6050-00,,In Service,,2010,
227,,,Boulders,,,20131113,1001718341,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
228,,,Boulders,,,20131113,1001718340,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
229,,,Boulders,,,20131113,1001718339,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
230,,,Boulders,,,20131113,1001718338,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
231,,,Boulders,,,20131113,1001718343,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
232,,,Boulders,,,20131113,1001718337,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
233,,,Boulders,,,20131113,1001718336,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
234,,,Boulders,,,20131113,1001718342,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
235,,,Boulders,,,20131113,1001718344,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
236,,,Boulders,,,20131113,1001718345,3,Groyne,,,,Crescent Beach,Surrey,Riprap,,20131113,,Surrey,,,In Service,,,
237,,,,,,20120103,1001224827,0,Dyke,Final AB,,,48 Ave at Mud Bay Park to Hwy 99,MLFNRO,Earth,,20161205,Colebrook Dyke,MLFNRO,,,In Service,,2012,
238,,,Left Side,,,20120314,1001405638,0,Dyke,Final AB,,,Crescent Beach from Sullivan St to Wickson Rd,Surrey,Earth,,20120314,Crescent Beach North Beach,Surrey,,,In Service,,2012,
239,,,Left Side,,,20120314,1001405639,0,Dyke,Final AB,,,Crescent Beach Greenway-McBride Ave to Dunsmuir Rd,Surrey,Earth,,20120314,Crescent Beach Blackie Spit,Surrey,,,In Service,,2012,
240,,,Left Side,,,20120314,1001405645,0,Dyke,Final AB,,,168 St to 170 St,Surrey Dyking District,Earth,,20120314,68 Ave Dyke (Creek No.3),Surrey,,,In Service,,2012,
241,,,Left Side,,,20120314,1001405648,0,Dyke,Final AB,,,170 St to East of 6730 172 St,Surrey Dyking District,Earth,,20120314,68 Ave Cut-Off Dyke,Surrey,,,In Service,,2012,
242,,,Right Side,,,20120314,1001405649,0,Dyke,Final AB,,,68 Ave to North of 6738 168 St,Surrey Dyking District,Earth,,20120314,170 St Dyke,Surrey,,,In Service,,2012,
243,7780,7940,Right Side,,,20130201,1001566149,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.2,20130201,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
244,7940,7970,Right Side - Temporary,,,20130201,1001566150,1,Spillway,Final AB,1001566149,,68 Ave to 168 St,Surrey,Earth,1.7,20130201,Central Serpetine,Surrey,4804-4030-00,,In Service,,2012,
245,,,Left Side,,,20130201,1001566154,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),,Earth,,20130201,Central Serpentine,Surrey,,,In Service,,2012,
246,6280,6580,Left Side,,,20130131,1001565833,0,Dyke,Final AB,1001224877,,168 St to Fraser Hwy,Surrey,Earth,3,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
247,7320,7480,Left Side,,,20130201,1001566075,0,Dyke,Final AB,1001224844,,60 Ave to 68 Ave (Serpentine Channel),Surrey,Earth,3,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
248,720,1060,Right Side,,,20120103,1001224890,0,Dyke,Final AB,,,168 St Canal to Approx 161 Ave,Surrey,Earth,2.8000000000000003,20130212,76 Avenue Dyke,Surrey,4804-4030-00,,In Service,,2010,
249,1060,1370,Right Side,,,20130212,1001567063,0,Dyke,Final AB,1001224890,,168 St Canal to Approx 161 Ave,Surrey,Earth,3.15,20130212,76 Avenue Dyke,Surrey,4804-4030-00,,In Service,,2010,
250,6880,7180,Right Side,,,20120103,1001224875,0,Dyke,Final AB,,,168 St to Fraser Hwy,Surrey,Earth,3.3000000000000003,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
251,6880,7180,Left Side,,,20120103,1001224877,0,Dyke,Final AB,,,168 St to Fraser Hwy,Surrey,Earth,3.1,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
252,5680,5980,Left Side,,,20130130,1001565770,0,Dyke,Final AB,1001224877,,South of Fraser Hwy,Surrey,Earth,3.2,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
253,5680,5980,Right Side,,,20130130,1001565771,0,Dyke,Final AB,1001224875,,South of Fraser Hwy,Surrey,Earth,3.2,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
254,5980,6280,Left Side,,,20130130,1001565778,0,Dyke,Final AB,1001224877,,168 St to Fraser Hwy,Surrey,Earth,3.2,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
255,5980,6280,Right Side,,,20130130,1001565779,0,Dyke,Final AB,1001224875,,168 St to Fraser Hwy,Surrey,Earth,3.2,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
256,6280,6580,Right Side,,,20130131,1001565832,0,Dyke,Final AB,1001224875,,168 St to Fraser Hwy,Surrey,Earth,3.2,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
257,1200,1500,Left Side,,,20130206,1001566589,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
258,,,,,,20110502,1001196561,0,Dyke,Final AB,,,S of 80 Ave & E of 176 St,Surrey,Earth,3.245,20120302,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
259,1800,2060,Right Side,,,20120103,1001224847,0,Dyke,Final AB,,,68 Ave to 168 St,Surrey,Earth,3.0500000000000003,20130206,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
260,,,,,,20120103,1001224869,0,Dyke,Final AB,,,Serpentine River to 152 St,,Earth,,20130206,Bear Creek Dyke,Surrey,,,In Service,,2012,
261,,,,,,20120103,1001224873,0,Dyke,Final AB,,,Serpentine River to Approx 73 Ave,,Earth,,20130206,Bear Creek Dyke,Surrey,,,In Service,,2012,
262,1200,1500,Right Side,,,20130206,1001566590,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.2,20130206,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
263,1500,1800,Left Side,,,20130206,1001566607,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.25,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
264,1500,1800,Right Side,,,20130206,1001566608,0,Dyke,Final AB,1001224847,,68 Ave to 168 St,Surrey,Earth,3.1,20130206,Central Serpetine,Surrey,4804-4030-00,,In Service,,2010,
265,1800,2060,Left Side,,,20130206,1001566613,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.3000000000000003,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
266,,,,,,20110428,1001196347,1,Spillway,Final AB,,,2+280,Surrey,Riprap,1.84,20120302,Upper Serpentine Spillway S-3,Surrey,4898-4110-00,,In Service,,2010,
267,2060,2200,Left Side,,,20130206,1001566633,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
268,2700,2880,Right Side,,,20130206,1001566647,0,Dyke,Final AB,1001224846,,64 Ave to 68 Ave,Surrey,Earth,2.9,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
269,2400,2700,Right Side,,,20120103,1001224846,0,Dyke,Final AB,,,64 Ave to 68 Ave,Surrey,Earth,2.75,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
270,2700,2980,Left Side,,,20120103,1001224858,0,Dyke,Final AB,,,64 Ave to Approx 70 Ave,Surrey,Earth,2.9,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
271,,,,,,20110502,1001196562,0,Dyke,Final AB,,,S of 80 Ave & E of 176 St,Surrey,Earth,3.245,20120302,Upper Serpentine,Surrey,4898-4110-00,,In Service,,2010,
272,3000,3090,Right Side,,,20130206,1001566671,0,Dyke,Final AB,1001224830,,56 Ave to 64 Ave,Surrey,Earth,3.2,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
273,2100,2400,Right Side,,,20130206,1001566639,0,Dyke,Final AB,1001224846,,64 Ave to 68 Ave,Surrey,Earth,2.95,20130206,Central Serpentine,Surrey,4804-4030-00,,In Service,,2010,
274,2200,2400,Left Side,,,20130206,1001566640,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3,20130206,Central Serpentine,Surrey,,,In Service,,2010,
275,2400,2660,Left Side,,,20130206,1001566645,0,Dyke,Final AB,1001224858,,64 Ave to Approx 70 Ave,Surrey,Earth,3,20130206,Central Serpentine,Surrey,,,In Service,,2010,
276,,,Phase 2,,,20110913,1001197302,0,Dyke,Final AB,,,,Surrey,Concrete,4.8500000000000005,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
277,,,Phase 1,,,20110913,1001197192,0,Dyke,Final AB,,,,Surrey,Concrete,4.72,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
278,,,Phase 1,,,20110913,1001197187,0,Dyke,Final AB,,,,Surrey,Earth,4.69,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
279,,,Phase 1,,,20110913,1001197251,0,Dyke,Final AB,,,,Surrey,Concrete,4.758,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
280,,,Phase 2,,,20110913,1001197320,0,Dyke,Final AB,,,,Surrey,Concrete,4.892,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
281,,,Green Faced MSE Wall,,,20140926,1001788108,4,Retaining Wall,Final AB,,,,Surrey,Earth,,20151126,,Surrey,4812-3170-00,,In Service,,2015,
282,,,,,,20101105,1001180802,1,Spillway,Final AB,,,,Surrey,Riprap,,20101105,,Surrey,7805-0126-00,,In Service,,2010,
283,,,,,,20150623,1001829001,1,Spillway,Final AB,,,,Surrey,Riprap,,20150623,,Surrey,7811-0223-01,,In Service,,2014,
284,,,,,,20140926,1001788130,4,Retaining Wall,Final AB,,,,Surrey,Galvanized Steel,,20151126,,Surrey,4812-3230-00,,In Service,,2015,
285,,,Phase 1 Stop Log 4,,,20110509,1001197193,2,Stoplogs,Final AB,,,,Surrey,Galvanized Steel,4.72,20110912,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
286,,,Phase 1,,,20110509,1001197196,0,Dyke,Final AB,,,,Surrey,Concrete,4.74,20110912,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
287,,,Phase 1 Stop Log 6,,,20110509,1001197200,2,Stoplogs,Final AB,,,,Surrey,Galvanized Steel,4.75,20110912,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
288,,,Phase 1 Stop Log 1,,,20110510,1001197268,2,Stoplogs,Final AB,,,,Surrey,Galvanized Steel,4.65,20110912,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
289,,,,,,20110912,1001212549,0,Dyke,,,,,Surrey,Earth,,20110912,,Surrey,,,In Service,,,
290,,,,,,20140926,1001788131,4,Retaining Wall,Final AB,,,,Surrey,Galvanized Steel,,20151126,,Surrey,4812-3230-00,,In Service,,2015,
291,,,Phase 2 Stop Log 7,,,20110510,1001197270,2,Stoplogs,Final AB,,,,Surrey,Galvanized Steel,4.82,20110912,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
292,,,Fountaine Aluminum Stop Logs,,,20090707,1001127409,2,Stoplogs,Final AB,,,Robson Crk,Surrey,Galvanized Steel,,20091123,,Surrey,4800-3050-00,,In Service,,2007,
293,,,Sierra Slope MSE Headwall,,,20151127,1001848564,4,Retaining Wall,Final AB,,,,Surrey,Earth,,20151127,,Surrey,4811-3030-00,,In Service,,2015,
294,,,,,,20100804,1001169028,0,Dyke,Final AB,,,,Surrey,Earth,3.6,20100804,CRESCENT BEACH,Surrey,4800-3110-00,,In Service,,2000,
295,,,,,,20101103,1001180254,1,Spillway,Final AB,,,Morgan Heights Pond C,Surrey,Earth,78.5,20101103,,Surrey,7805-0126-00,,In Service,,2010,
296,,,,,,20091028,1001136279,0,Dyke,Final AB,,,,Surrey,Earth,2.45,20101208,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
297,,,,,,20091028,1001136280,0,Dyke,Final AB,,,,Surrey,Earth,2.45,20101208,Lower Serpentine River Dyke,Surrey,4800-4040-00,,In Service,,2009,
298,,,Phase 1,,,20110913,1001197199,0,Dyke,Final AB,,,,Surrey,Concrete,4.75,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
299,,,Sierra Slope MSE Headwall,,,20151127,1001848571,4,Retaining Wall,Final AB,,,,Surrey,,,20151127,,Surrey,4811-3030-00,,In Service,,2015,
300,,,Phase 1 Floodwall,,,20110913,1001197183,0,Dyke,Final AB,,,<Null>,Surrey,Concrete,4.65,20110913,Fraser River,Surrey,4809-3100-00,,In Service,,2011,
301,,,Sheet Pile Retaining Wall around P.S.,,,20180321,1001991659,4,Retaining Wall,Initial AB,,,Harvest P.S.,Surrey,Galvanized Steel,,20180321,,Surrey,4815-4060-00,,In Service,,2017,
302,8080,8380,Left Side,,,20130201,1001566158,0,Dyke,Final AB,1001224841,,60 Ave to Approx 70 Ave (Serpentine Channel),Surrey,Earth,3.15,20130328,Central Serpentine,Surrey,4804-4030-00,,In Service,,2012,
