,COMMENTS,ECOLOGICAL_SIGNIFICANCE,HECTARES,ID,NAME,TYPE
551,n/a,38,2.17867763,2222,n/a,n/a
552,n/a,42,0.77569263,1636,n/a,n/a
553,n/a,40,6.52162681,2887,n/a,n/a
554,n/a,42,0.40713628,3825,n/a,n/a
555,n/a,38,1.1315643,4155,n/a,n/a
556,n/a,38,2.33120953,4331,n/a,n/a
557,n/a,42,1.28788143,4697,n/a,n/a
558,n/a,36,2.46719501,4193,n/a,n/a
559,n/a,48,1.22558385,5949,n/a,n/a
560,n/a,34,0.32378002,7212,n/a,n/a
561,n/a,34,0.69315044,8011,n/a,n/a
562,n/a,48,1.46357179,8150,n/a,n/a
563,n/a,40,2.55871583,1136,n/a,n/a
564,n/a,44,5.80567392,1531,n/a,n/a
565,n/a,36,0.28369987,2109,n/a,n/a
566,n/a,38,2.51114588,2081,n/a,n/a
567,n/a,42,0.8256306,2100,n/a,n/a
568,n/a,36,0.25195257,1756,n/a,n/a
569,n/a,52,1.8008536400000001,2337,n/a,n/a
570,n/a,46,0.43729549,3589,n/a,n/a
571,n/a,54,8.04861454,0,n/a,n/a
572,n/a,48,1.40059565,5935,n/a,n/a
573,n/a,42,0.36353075,4031,n/a,n/a
574,n/a,42,0.49797521,4026,n/a,n/a
575,n/a,46,1.64763594,7445,n/a,n/a
576,n/a,49,7.5696742,7230,n/a,n/a
577,n/a,32,1.40226377,8038,n/a,n/a
578,n/a,36,0.30249712,7812,n/a,n/a
579,n/a,48,0.32933805,8028,n/a,n/a
580,n/a,34,0.43081843000000003,8050,n/a,n/a
581,n/a,36,0.85094843,8034,n/a,n/a
582,n/a,54,4.42684935,8051,n/a,n/a
583,n/a,50,0.27463777,7955,n/a,n/a
584,n/a,36,0.58140998,7961,n/a,n/a
585,n/a,58,2.7583195700000003,7937,n/a,n/a
586,n/a,46,1.76433978,744,n/a,n/a
587,n/a,50,3.45122026,614,n/a,n/a
588,n/a,32,4.24858448,1205,n/a,n/a
589,n/a,36,0.66660782,3706,n/a,n/a
590,n/a,46,1.09031018,4819,n/a,n/a
591,n/a,48,0.38559237,5831,n/a,n/a
592,n/a,42,1.13722256,7564,n/a,n/a
593,n/a,44,1.33150679,7814,n/a,n/a
594,n/a,46,0.32144917,469,n/a,n/a
595,n/a,38,0.28974596,1218,n/a,n/a
596,n/a,46,0.44222444,1163,n/a,n/a
597,n/a,42,0.5324218900000001,1974,n/a,n/a
598,n/a,48,0.37545606,1913,n/a,n/a
599,n/a,48,2.21735849,1891,n/a,n/a
600,n/a,45,5.97414148,4561,n/a,n/a
601,n/a,41,1.7193148900000002,4054,n/a,n/a
602,n/a,42,0.65187848,6497,n/a,n/a
603,n/a,43,3.22260064,7427,n/a,n/a
604,n/a,42,0.50485278,75,n/a,n/a
605,n/a,40,3.03640174,1562,n/a,n/a
606,n/a,44,0.3117936,3769,n/a,n/a
607,n/a,36,0.25675688,4368,n/a,n/a
608,n/a,34,0.3651702,4654,n/a,n/a
609,n/a,42,0.19169358,4644,n/a,n/a
610,n/a,42,2.61409724,6884,n/a,n/a
611,n/a,36,0.68913611,6730,n/a,n/a
612,n/a,40,0.68290337,6143,n/a,n/a
613,n/a,42,1.58527571,6590,n/a,n/a
614,n/a,36,0.61213058,3987,n/a,n/a
615,n/a,46,0.45243004000000003,4185,n/a,n/a
616,n/a,36,0.30331562,4841,n/a,n/a
617,n/a,38,1.14056848,8131,n/a,n/a
618,n/a,36,1.19434327,1369,n/a,n/a
619,n/a,34,1.11250909,1005,n/a,n/a
620,n/a,38,1.4615772900000001,1765,n/a,n/a
621,n/a,26,1.06008857,3708,n/a,n/a
622,n/a,43,2.1149606,4238,n/a,n/a
623,n/a,40,5.3275869,4871,n/a,n/a
624,n/a,38,0.72070688,3967,n/a,n/a
625,n/a,36,0.5428823,4346,n/a,n/a
626,n/a,36,1.1846740900000001,5716,n/a,n/a
627,n/a,34,1.24534563,5165,n/a,n/a
628,n/a,44,0.281427,5435,n/a,n/a
629,n/a,51,2.5961826500000003,6757,n/a,n/a
630,n/a,32,0.28369047000000003,7541,n/a,n/a
631,n/a,36,0.5430449,7466,n/a,n/a
632,n/a,34,0.93745922,7534,n/a,n/a
633,n/a,48,3.47185846,8014,n/a,n/a
634,n/a,34,0.31001844,8099,n/a,n/a
635,n/a,51,2.8390189,1039,n/a,n/a
636,n/a,48,3.6161013,1652,n/a,n/a
637,n/a,36,1.74964382,2139,n/a,n/a
638,n/a,38,0.35138174,3774,n/a,n/a
639,n/a,44,0.79626473,4227,n/a,n/a
640,n/a,34,0.36703235,3984,n/a,n/a
641,n/a,50,0.9022273900000001,4316,n/a,n/a
642,n/a,34,5.78090155,5070,n/a,n/a
643,n/a,38,1.3153401900000001,4955,n/a,n/a
644,n/a,36,0.5285443,6355,n/a,n/a
645,n/a,44,0.52159933,6553,n/a,n/a
646,n/a,38,1.85804407,7688,n/a,n/a
647,n/a,34,0.29723762,7678,n/a,n/a
648,n/a,40,0.5951927,7091,n/a,n/a
649,n/a,38,3.27762779,8171,n/a,n/a
650,n/a,32,0.25460902,1223,n/a,n/a
651,n/a,41,2.36084893,1222,n/a,n/a
652,n/a,48,1.38948312,4520,n/a,n/a
653,n/a,48,0.27919043,4743,n/a,n/a
654,n/a,54,3.30106739,4557,n/a,n/a
655,n/a,38,2.78419625,5198,n/a,n/a
656,n/a,40,1.36350663,6854,n/a,n/a
657,n/a,43,6.03324723,5855,n/a,n/a
658,n/a,32,0.55607543,7996,n/a,n/a
659,n/a,48,1.3953629,7947,n/a,n/a
660,n/a,38,0.60442081,8152,n/a,n/a
661,n/a,38,0.37974145,785,n/a,n/a
662,n/a,42,0.63802426,1980,n/a,n/a
663,n/a,49,1.5201466300000002,2192,n/a,n/a
664,n/a,44,3.84306131,1781,n/a,n/a
665,n/a,40,0.9588657700000001,1529,n/a,n/a
666,n/a,32,0.44208843000000003,4215,n/a,n/a
667,n/a,38,3.14553757,6224,n/a,n/a
668,n/a,43,2.08599581,6829,n/a,n/a
669,n/a,30,1.8653374,8067,n/a,n/a
670,n/a,38,0.92724175,8076,n/a,n/a
671,n/a,38,1.45923896,8080,n/a,n/a
672,n/a,42,0.32678576,567,n/a,n/a
673,n/a,44,0.76289428,411,n/a,n/a
674,n/a,36,0.41482975,1326,n/a,n/a
675,n/a,40,1.08068175,791,n/a,n/a
676,n/a,41,4.71498694,1512,n/a,n/a
677,n/a,36,2.33517427,1317,n/a,n/a
678,n/a,48,0.30249719,884,n/a,n/a
679,n/a,38,2.12923965,1603,n/a,n/a
680,n/a,47,4.42257491,4857,n/a,n/a
681,n/a,40,0.41930012,6229,n/a,n/a
682,n/a,40,1.05955785,6611,n/a,n/a
683,n/a,44,2.6395649999999997,6698,n/a,n/a
684,n/a,44,0.45098436000000003,6810,n/a,n/a
685,n/a,42,2.70656952,200,n/a,n/a
686,n/a,38,0.27988898,430,n/a,n/a
687,n/a,55,3.95365944,732,n/a,n/a
688,n/a,56,2.08578138,839,n/a,n/a
689,n/a,48,7.80941382,1382,n/a,n/a
690,n/a,42,0.56456946,1162,n/a,n/a
691,n/a,56,3.06533586,1110,n/a,n/a
692,n/a,42,0.59224052,3027,n/a,n/a
693,n/a,46,0.5897471,2616,n/a,n/a
694,n/a,41,2.9503213500000003,4230,n/a,n/a
695,n/a,40,2.11575003,7656,n/a,n/a
696,n/a,48,1.02348437,154,n/a,n/a
697,n/a,52,0.60843667,1025,n/a,n/a
698,n/a,36,0.5003056,4121,n/a,n/a
699,n/a,36,0.4890591,4125,n/a,n/a
700,n/a,38,1.75782903,5680,n/a,n/a
701,n/a,42,0.44105678,6193,n/a,n/a
702,n/a,40,0.28421818,7153,n/a,n/a
703,n/a,38,0.28142488,7828,n/a,n/a
704,n/a,19,1.84588751,7495,n/a,n/a
705,n/a,36,1.91850758,1123,n/a,n/a
706,n/a,36,2.00359258,1722,n/a,n/a
707,n/a,55,5.10573086,4242,n/a,n/a
708,n/a,48,0.2751666,5316,n/a,n/a
709,n/a,48,0.46583654,7882,n/a,n/a
710,n/a,30,0.58623216,8137,n/a,n/a
711,n/a,34,0.42153163,8169,n/a,n/a
712,n/a,42,1.07923725,8180,n/a,n/a
713,n/a,46,0.28730826,1054,n/a,n/a
714,n/a,36,0.50579551,787,n/a,n/a
715,n/a,32,0.8487525100000001,970,n/a,n/a
716,n/a,36,0.26722907,1634,n/a,n/a
717,n/a,36,0.64781725,3767,n/a,n/a
718,n/a,41,1.68966994,3829,n/a,n/a
719,n/a,61,2.14985123,3671,n/a,n/a
720,n/a,36,1.1748501199999999,3895,n/a,n/a
721,n/a,30,0.53542034,4494,n/a,n/a
722,n/a,38,0.37109259,3966,n/a,n/a
723,n/a,46,0.67046715,4631,n/a,n/a
724,n/a,40,2.22265033,4709,n/a,n/a
725,n/a,38,1.76245596,5026,n/a,n/a
726,n/a,34,0.9839013400000001,6135,n/a,n/a
727,n/a,46,1.42956197,7693,n/a,n/a
728,n/a,36,0.59393102,7717,n/a,n/a
729,n/a,40,3.86741677,7080,n/a,n/a
730,n/a,38,0.60158933,2233,n/a,n/a
731,n/a,38,0.67809425,1903,n/a,n/a
732,n/a,46,1.7250918,1745,n/a,n/a
733,n/a,34,1.8384579699999999,2302,n/a,n/a
734,n/a,40,0.70968782,3088,n/a,n/a
735,n/a,46,0.91264455,4338,n/a,n/a
736,n/a,57,1.6480254699999999,4657,n/a,n/a
737,n/a,44,0.49904968,3970,n/a,n/a
738,n/a,59,4.44002875,0,n/a,n/a
739,n/a,44,0.49847491,4307,n/a,n/a
740,n/a,40,1.98071057,6844,n/a,n/a
741,n/a,50,8.14849813,6848,n/a,n/a
742,n/a,46,1.6518866700000001,7289,n/a,n/a
743,n/a,32,0.7356049100000001,7945,n/a,n/a
744,n/a,38,2.43963797,8170,n/a,n/a
745,n/a,42,0.38598579,0,n/a,n/a
746,n/a,50,1.98046976,1255,n/a,n/a
747,n/a,32,1.24231819,936,n/a,n/a
748,n/a,36,1.24456618,1579,n/a,n/a
749,n/a,42,0.42218976,2480,n/a,n/a
750,n/a,42,1.18083563,3144,n/a,n/a
751,n/a,36,0.2745994,4952,n/a,n/a
752,n/a,44,0.39060302,4013,n/a,n/a
753,n/a,45,4.73408857,5018,n/a,n/a
754,n/a,22,1.53665702,0,n/a,n/a
755,n/a,36,0.53014277,4169,n/a,n/a
756,n/a,48,0.29595251,4176,n/a,n/a
757,n/a,34,1.07220992,4794,n/a,n/a
758,n/a,38,1.76688113,5090,n/a,n/a
759,n/a,38,1.39752862,5107,n/a,n/a
760,n/a,34,4.04979748,5847,n/a,n/a
761,n/a,43,2.48903572,6484,n/a,n/a
762,n/a,50,4.0556226,7444,n/a,n/a
763,n/a,36,0.92590799,7397,n/a,n/a
764,n/a,44,0.49504918000000003,1014,n/a,n/a
765,n/a,42,0.25561368,952,n/a,n/a
766,n/a,44,1.49358301,1231,n/a,n/a
767,n/a,44,0.91357736,1201,n/a,n/a
768,n/a,36,2.40117737,1684,n/a,n/a
769,n/a,52,0.27437794,4364,n/a,n/a
770,n/a,48,0.92763262,4111,n/a,n/a
771,n/a,48,2.80627404,4874,n/a,n/a
772,n/a,43,2.9984893,4659,n/a,n/a
773,n/a,36,0.35462743,7223,n/a,n/a
774,n/a,42,0.28951504,7992,n/a,n/a
775,n/a,48,0.3746178,8002,n/a,n/a
776,n/a,46,0.45188916,7943,n/a,n/a
777,n/a,39,2.76163446,3447,n/a,n/a
778,n/a,42,1.02573179,291,n/a,n/a
779,n/a,58,1.03486468,611,n/a,n/a
780,n/a,44,1.57281202,661,n/a,n/a
781,n/a,42,2.03212588,666,n/a,n/a
782,n/a,40,1.99910575,1259,n/a,n/a
783,n/a,40,0.62893373,1378,n/a,n/a
784,n/a,38,0.77528222,1998,n/a,n/a
785,n/a,57,4.05371718,2509,n/a,n/a
786,n/a,43,3.51510781,6263,n/a,n/a
787,n/a,40,0.70575171,7538,n/a,n/a
788,n/a,38,0.97263557,7765,n/a,n/a
789,n/a,42,1.18886125,553,n/a,n/a
790,n/a,56,0.29601369,927,n/a,n/a
791,n/a,42,0.7574476,1285,n/a,n/a
792,n/a,53,2.93308267,3739,n/a,n/a
793,n/a,36,0.59618739,4208,n/a,n/a
794,n/a,42,1.44858329,6877,n/a,n/a
795,n/a,34,1.23837138,6887,n/a,n/a
796,n/a,42,0.61210746,95,n/a,n/a
797,n/a,30,0.68480141,145,n/a,n/a
798,n/a,42,0.43736576,3151,n/a,n/a
799,n/a,38,0.60866345,3788,n/a,n/a
800,n/a,44,1.25454914,3645,n/a,n/a
801,n/a,40,1.85102925,6784,n/a,n/a
802,n/a,47,9.22965697,6672,n/a,n/a
803,n/a,38,0.8584734700000001,6880,n/a,n/a
804,n/a,26,3.35601516,6899,n/a,n/a
805,n/a,38,0.35348354,7802,n/a,n/a
